Unnamed: 0,Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings
337,Dead Lawyers Tell No Tales,,Randy Singer,https://www.audible.com/pd/Dead-Lawyers-Tell-No-Tales-Audiobook/B00DBES2IO?qid=1635711430&sr=1-136&ref=a_special-p_c3_lProduct_3_36&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/51uxwxigO4L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/17131061-dead-lawyers-tell-no-tales?from_search=true&from_srp=true&qid=rM8r1WRJ2V&rank=1,,4.19,1165
338,Deadly Waters,,Dot Hutchison,https://www.audible.com/pd/Deadly-Waters-Audiobook/1799764680?qid=1635711430&sr=1-137&ref=a_special-p_c3_lProduct_3_37&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/51RRl25y0xL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/49011464-deadly-waters?from_search=true&from_srp=true&qid=ER2fdxssKT&rank=1,,3.77,4317
339,The Saint of Wolves and Butchers,,Alex Grecian,https://www.audible.com/pd/The-Saint-of-Wolves-and-Butchers-Audiobook/B075GV1FNP?qid=1635711430&sr=1-138&ref=a_special-p_c3_lProduct_3_38&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/51NxQ0QFJSL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/35340667-the-saint-of-wolves-and-butchers?from_search=true&from_srp=true&qid=37amwj9Bvp&rank=1,,3.79,1223
340,Let the Dead Speak,,Jane Casey,https://www.audible.com/pd/Let-the-Dead-Speak-Audiobook/B07G4H54DF?qid=1635711430&sr=1-139&ref=a_special-p_c3_lProduct_3_39&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/51o1REKl67L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/31450668-let-the-dead-speak?from_search=true&from_srp=true&qid=lYQB4RikfN&rank=1,,4.16,3958
341,Hell's Kitchen,,Jeffery Deaver,https://www.audible.com/pd/Hells-Kitchen-Audiobook/B0036MUMCK?qid=1635711430&sr=1-140&ref=a_special-p_c3_lProduct_3_40&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/51fmVAHzlAL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/985882.Hell_s_Kitchen?from_search=true&from_srp=true&qid=FLVRxVQ6U5&rank=2,,3.63,1754
342,The Sixes,A Novel,Kate White,https://www.audible.com/pd/The-Sixes-Audiobook/B005EMQF2Q?qid=1635711430&sr=1-141&ref=a_special-p_c3_lProduct_3_41&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/61GdW5i85WL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/11011295-the-sixes?from_search=true&from_srp=true&qid=tsrdmLvJKX&rank=1,,3.56,4178
343,Dead Calm,,Annelise Ryan,https://www.audible.com/pd/Dead-Calm-Audiobook/B07CTYLHZ9?qid=1635711430&sr=1-143&ref=a_special-p_c3_lProduct_3_43&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/51FAFsq-WeL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/35274053-dead-calm?from_search=true&from_srp=true&qid=ygjtqgdnj6&rank=1,,4.18,642
344,The West End Horror,"A Posthumous Memoir of John H. Watson, M.D.",Nicholas Meyer,https://www.audible.com/pd/The-West-End-Horror-Audiobook/B002V5GN7G?qid=1635711430&sr=1-144&ref=a_special-p_c3_lProduct_3_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/515-0dNHbeL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/1712853.The_West_End_Horror?from_search=true&from_srp=true&qid=CcdW7w5D7w&rank=1,,4.04,4115
345,Bluff,,Michael Kardos,https://www.audible.com/pd/Bluff-Audiobook/B07BMGM6JS?qid=1635711430&sr=1-145&ref=a_special-p_c3_lProduct_3_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/41PAAkrbosL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/36452743-bluff?from_search=true&from_srp=true&qid=bdoOkwM74Z&rank=1,,3.94,1066
346,Spare Room,,Dreda Say Mitchell,https://www.audible.com/pd/Spare-Room-Audiobook/0655608184?qid=1635711430&sr=1-146&ref=a_special-p_c3_lProduct_3_46&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/51ZgGe6Sy3L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/43684214-spare-room?from_search=true&from_srp=true&qid=kvo2TCIfIJ&rank=1,,3.91,8274
347,The Widow's Watcher,,Eliza Maxwell,https://www.audible.com/pd/The-Widows-Watcher-Audiobook/B07CRP11K8?qid=1635711430&sr=1-147&ref=a_special-p_c3_lProduct_3_47&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/51PfQ0wfECL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/36434976-the-widow-s-watcher?from_search=true&from_srp=true&qid=2AQdAKO5Xb&rank=1,,4.39,7434
348,Killer Dreams,,Iris Johansen,https://www.audible.com/pd/Killer-Dreams-Audiobook/B002V5BKM4?qid=1635711430&sr=1-148&ref=a_special-p_c3_lProduct_3_48&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/51qQPeMf3iL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/94302.Killer_Dreams?from_search=true&from_srp=true&qid=JEEa0Vqwm8&rank=2,,3.98,7652
349,Watch Me Die,A Novel,Lee Goldberg,https://www.audible.com/pd/Watch-Me-Die-Audiobook/B009GJB4I8?qid=1635711430&sr=1-149&ref=a_special-p_c3_lProduct_3_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/51GeaM5HAuL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/8157575-watch-me-die?from_search=true&from_srp=true&qid=NHAR1jdIiR&rank=1,,3.92,1805
350,Talking to the Dead,A Novel,Harry Bingham,https://www.audible.com/pd/Talking-to-the-Dead-Audiobook/B009AYWU78?qid=1635711430&sr=1-150&ref=a_special-p_c3_lProduct_3_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=9WG348TTT4MBYK4QR55Y,https://m.media-amazon.com/images/I/51xPwW1gDQL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/13414567-talking-to-the-dead?from_search=true&from_srp=true&qid=nJdFRJ8mFc&rank=1,,3.79,5714
351,Haven,,Tom Deady,https://www.audible.com/pd/Haven-Audiobook/B0756L7CD1?qid=1635711439&sr=1-151&ref=a_special-p_c3_lProduct_4_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51ZCVLumayL._SL500_.jpg,"Mysteries & Thrillers, Kids & Teen",https://www.goodreads.com/book/show/32296835-haven?from_search=true&from_srp=true&qid=rPqh8oTTco&rank=1,,3.9,425
352,Coming Home,,Jack McDevitt,https://www.audible.com/pd/Coming-Home-Audiobook/B00P2W9016?qid=1635711439&sr=1-152&ref=a_special-p_c3_lProduct_4_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51Mg8gl5aXL._SL500_.jpg,"Mysteries & Thrillers, Sci-Fi & Fantasy",https://www.goodreads.com/book/show/21944107-coming-home?from_search=true&from_srp=true&qid=GYIN5q6yCc&rank=1,,3.85,1943
353,Hostage,,Kay Hooper,https://www.audible.com/pd/Hostage-Audiobook/B00G3EH3TS?qid=1635711439&sr=1-153&ref=a_special-p_c3_lProduct_4_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51YiL2Qbi1L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/15808311-hostage?from_search=true&from_srp=true&qid=SsS4RCt6ag&rank=1,,4.02,4151
354,Invasion of Privacy,A Novel,Christopher Reich,https://www.audible.com/pd/Invasion-of-Privacy-Audiobook/B00XD97396?qid=1635711439&sr=1-154&ref=a_special-p_c3_lProduct_4_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/41DhlC+d5lL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/23278495-invasion-of-privacy?from_search=true&from_srp=true&qid=yAiAK7Jxr1&rank=1,,3.88,1822
355,I Will Make You Pay,,Teresa Driscoll,https://www.audible.com/pd/I-Will-Make-You-Pay-Audiobook/1978684746?qid=1635711439&sr=1-155&ref=a_special-p_c3_lProduct_4_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51JRCRiTqnL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/44424442-i-will-make-you-pay?from_search=true&from_srp=true&qid=UcpsRdOOqB&rank=1,,4.13,14053
356,The French Girl,,Lexie Elliott,https://www.audible.com/pd/The-French-Girl-Audiobook/B075F8LTSC?qid=1635711439&sr=1-156&ref=a_special-p_c3_lProduct_4_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/519Sni8k0bL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/35235624-the-french-girl?from_search=true&from_srp=true&qid=yHdglZCcs1&rank=1,,3.59,8798
357,A Matter of Will,A Novel,Adam Mitzner,https://www.audible.com/pd/A-Matter-of-Will-Audiobook/B07PXLRKRD?qid=1635711439&sr=1-157&ref=a_special-p_c3_lProduct_4_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/61N1Es4JmEL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/43186833-a-matter-of-will?from_search=true&from_srp=true&qid=LFpOJBUr54&rank=1,,4.08,1297
358,The Pact,,S. E. Lynes,https://www.audible.com/pd/The-Pact-Audiobook/B07B13TGVR?qid=1635711439&sr=1-158&ref=a_special-p_c3_lProduct_4_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51IebRJzSBL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/37518103-the-pact?from_search=true&from_srp=true&qid=bfSllyNyRK&rank=1,,3.83,1702
359,Drowning with Others,,Linda Keir,https://www.audible.com/pd/Drowning-with-Others-Audiobook/1721356630?qid=1635711439&sr=1-160&ref=a_special-p_c3_lProduct_4_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51XcxyjiQ5L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/41576198-drowning-with-others?from_search=true&from_srp=true&qid=dfrhY2coTT&rank=1,,3.79,10896
360,The House Swap,A Novel,Rebecca Fleet,https://www.audible.com/pd/The-House-Swap-Audiobook/B07CVMW3PF?qid=1635711439&sr=1-161&ref=a_special-p_c3_lProduct_4_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/517XSAGUJqL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/42178609-the-house-swap?from_search=true&from_srp=true&qid=yqYIELuESZ&rank=1,,3.34,8578
361,The Invisible Ones,,Stef Penney,https://www.audible.com/pd/The-Invisible-Ones-Audiobook/B006TQ6GNY?qid=1635711439&sr=1-162&ref=a_special-p_c3_lProduct_4_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/514cXSsYG+L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/11890807-the-invisible-ones?from_search=true&from_srp=true&qid=SmMyRKE2J1&rank=1,,3.67,4215
362,Against All Enemies,,John Gilstrap,https://www.audible.com/pd/Against-All-Enemies-Audiobook/B010MQ3VVQ?qid=1635711439&sr=1-163&ref=a_special-p_c3_lProduct_4_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51KMXgWkkOL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/24435611-against-all-enemies?from_search=true&from_srp=true&qid=uBxq2U78uy&rank=1,,4.09,1742
363,The Toll,,Cherie Priest,https://www.audible.com/pd/The-Toll-Audiobook/1980003033?qid=1635711439&sr=1-164&ref=a_special-p_c3_lProduct_4_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51MRuxx0HOL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/41555927-the-toll?from_search=true&from_srp=true&qid=7OE4uMtydw&rank=1,,3.41,2323
364,Girls of Glass,,Brianna Labuskes,https://www.audible.com/pd/Girls-of-Glass-Audiobook/1978616376?qid=1635711439&sr=1-165&ref=a_special-p_c3_lProduct_4_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51WpWASH08L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/38496213-girls-of-glass?from_search=true&from_srp=true&qid=OSEd1f0bE9&rank=1,,3.95,11018
365,Ill Will,A Novel,Dan Chaon,https://www.audible.com/pd/Ill-Will-Audiobook/B01MR7FKXG?qid=1635711439&sr=1-166&ref=a_special-p_c3_lProduct_4_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/61W056DlbmL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/30687788-ill-will?from_search=true&from_srp=true&qid=cPzelXcNOT&rank=1,,3.36,9024
366,Black Fridays,,Michael Sears,https://www.audible.com/pd/Black-Fridays-Audiobook/B009AETLXE?qid=1635711439&sr=1-167&ref=a_special-p_c3_lProduct_4_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51cBoeJD5ZL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/13593566-black-fridays?from_search=true&from_srp=true&qid=xYDDt1enWc&rank=1,,3.73,1878
367,Dead Letters,A Novel,Caite Dolan-Leach,https://www.audible.com/pd/Dead-Letters-Audiobook/B01N7WBDBL?qid=1635711439&sr=1-168&ref=a_special-p_c3_lProduct_4_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51UEV7PD7xL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/30899279-dead-letters?from_search=true&from_srp=true&qid=HWAXP4b0aF&rank=1,,3.56,7454
368,The Second Girl,,David Swinson,https://www.audible.com/pd/The-Second-Girl-Audiobook/B01G7ME4OM?qid=1635711439&sr=1-169&ref=a_special-p_c3_lProduct_4_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/41dVfgeHo9L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/27161813-the-second-girl?from_search=true&from_srp=true&qid=nSPKo5UhrZ&rank=1,,3.62,2095
369,Long Black Veil,A Novel,Jennifer Finney Boylan,https://www.audible.com/pd/Long-Black-Veil-Audiobook/B06XSM4S6F?qid=1635711439&sr=1-170&ref=a_special-p_c3_lProduct_4_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/41uUgzbY8jL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/31214015-long-black-veil?from_search=true&from_srp=true&qid=dGO0NhU0h3&rank=1,,3.28,1938
370,The Altar of Bones,,Philip Carter,https://www.audible.com/pd/The-Altar-of-Bones-Audiobook/B004PZF6PU?qid=1635711439&sr=1-171&ref=a_special-p_c3_lProduct_4_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/61R9qdirZPL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/12253755-the-altar-of-bones?from_search=true&from_srp=true&qid=13DiI34Bhz&rank=1,,3.69,3406
371,The Gates of Evangeline,,Hester Young,https://www.audible.com/pd/The-Gates-of-Evangeline-Audiobook/B013F11PSG?qid=1635711439&sr=1-172&ref=a_special-p_c3_lProduct_4_22&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51mFob+AU7L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/24875394-the-gates-of-evangeline?from_search=true&from_srp=true&qid=TnELVTSRVE&rank=1,,3.85,4194
372,Blind Fall,,Christopher Rice,https://www.audible.com/pd/Blind-Fall-Audiobook/B002V0QAXS?qid=1635711439&sr=1-173&ref=a_special-p_c3_lProduct_4_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51j8Bu8vDSL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/1777962.Blind_Fall?from_search=true&from_srp=true&qid=KUudxaXrJa&rank=1,,3.68,1897
373,Crow Hollow,,Michael Wallace,https://www.audible.com/pd/Crow-Hollow-Audiobook/B00WIU9EEI?qid=1635711439&sr=1-174&ref=a_special-p_c3_lProduct_4_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/61d7WUKasRL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/25114452-crow-hollow?from_search=true&from_srp=true&qid=wEy0nx1N28&rank=1,,3.67,8623
374,The Dead Ex,A Novel,Jane Corry,https://www.audible.com/pd/The-Dead-Ex-Audiobook/1984842404?qid=1635711439&sr=1-175&ref=a_special-p_c3_lProduct_4_25&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51rSfkjZUEL._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/40391960-the-dead-ex?from_search=true&from_srp=true&qid=jwBqOZpf6b&rank=1,,3.84,4634
375,The Day I Died,A Novel,Lori Rader-Day,https://www.audible.com/pd/The-Day-I-Died-Audiobook/B01N9TKLAL?qid=1635711439&sr=1-176&ref=a_special-p_c3_lProduct_4_26&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6NH5HGCAH6HSHC3JPDVW,https://m.media-amazon.com/images/I/51nsBDtQR5L._SL500_.jpg,Mysteries & Thrillers,https://www.goodreads.com/book/show/30653963-the-day-i-died?from_search=true&from_srp=true&qid=8ZLEvhHmEG&rank=1,,3.51,2146
376,The End Is Always Near,"Apocalyptic Moments, from the Bronze Age Collapse to Nuclear Near Misses",Dan Carlin,https://www.audible.com/pd/The-End-Is-Always-Near-Audiobook/0062868071?qid=1635711464&sr=1-1&ref=a_special-p_c3_lProduct_1_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6KY0Y6Q8PYBM01MZ0VHZ,https://m.media-amazon.com/images/I/512nFowNDZL._SL500_.jpg,Chilling Nonfiction,https://www.goodreads.com/book/show/49947205-the-end-is-always-near?from_search=true&from_srp=true&qid=2sbc0VYRnG&rank=1,,3.94,7599
377,The Late Middle Ages,,"Philip Daileader, The Great Courses",https://www.audible.com/pd/The-Late-Middle-Ages-Audiobook/B00DCZ8J6W?qid=1635711464&sr=1-2&ref=a_special-p_c3_lProduct_1_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6KY0Y6Q8PYBM01MZ0VHZ,https://m.media-amazon.com/images/I/51s7Us9xdhL._SL500_.jpg,Chilling Nonfiction,https://www.goodreads.com/book/show/9803740-the-late-middle-ages?from_search=true&from_srp=true&qid=s18bEACFbU&rank=1,,4.25,359
378,The Plantagenets,The Warrior Kings and Queens Who Made England,Dan Jones,https://www.audible.com/pd/The-Plantagenets-Audiobook/B00BSUVFZK?qid=1635711464&sr=1-3&ref=a_special-p_c3_lProduct_1_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6KY0Y6Q8PYBM01MZ0VHZ,https://m.media-amazon.com/images/I/51J6W2jGbgL._SL500_.jpg,Chilling Nonfiction,https://www.goodreads.com/book/show/15811559-the-plantagenets?from_search=true&from_srp=true&qid=ioXZsPeiCw&rank=1,,4.2,14752
379,A World Undone,"The Story of the Great War, 1914 to 1918",G. J. Meyer,https://www.audible.com/pd/A-World-Undone-Audiobook/B0085NZ77A?qid=1635711464&sr=1-4&ref=a_special-p_c3_lProduct_1_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6KY0Y6Q8PYBM01MZ0VHZ,https://m.media-amazon.com/images/I/518GOxUqtoL._SL500_.jpg,Chilling Nonfiction,https://www.goodreads.com/book/show/100834.A_World_Undone?from_search=true&from_srp=true&qid=1k8rr715rA&rank=1,,4.3,7009
380,"The Terror of History: Mystics, Heretics, and Witches in the Western Tradition",,"Teofilo F. Ruiz, The Great Courses",https://www.audible.com/pd/The-Terror-of-History-Mystics-Heretics-and-Witches-in-the-Western-Tradition-Audiobook/B00DICEHIS?qid=1635711464&sr=1-5&ref=a_special-p_c3_lProduct_1_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6KY0Y6Q8PYBM01MZ0VHZ,https://m.media-amazon.com/images/I/51zCKMqRZgL._SL500_.jpg,Chilling Nonfiction,https://www.goodreads.com/book/show/972296.The_Terror_of_History?from_search=true&from_srp=true&qid=M0pZZ82qVR&rank=1,,3.73,213
381,Evil Has a Name,The Untold Story of the Golden State Killer Investigation,"Paul Holes, Jim Clemente, Peter McDonnell",https://www.audible.com/pd/Evil-Has-a-Name-Audiobook/B07H7TT7GM?qid=1635711464&sr=1-6&ref=a_special-p_c3_lProduct_1_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6KY0Y6Q8PYBM01MZ0VHZ,https://m.media-amazon.com/images/I/51s+psVOQvL._SL500_.jpg,Chilling Nonfiction,https://www.goodreads.com/book/show/41836110-evil-has-a-name?from_search=true&from_srp=true&qid=afjEo5XqZC&rank=1,,4.46,6509
382,Area 51,An Uncensored History of America's Top Secret Military Base,Annie Jacobsen,https://www.audible.com/pd/Area-51-Audiobook/B004XDEKQ0?qid=1635711464&sr=1-7&ref=a_special-p_c3_lProduct_1_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6KY0Y6Q8PYBM01MZ0VHZ,https://m.media-amazon.com/images/I/51jE3KkZa8L._SL500_.jpg,Chilling Nonfiction,https://www.goodreads.com/book/show/11305364-area-51?from_search=true&from_srp=true&qid=2UI7XpIzhk&rank=1,,3.8,7075
383,Forensics,"What Bugs, Burns, Prints, DNA, and More Tell Us About Crime",Val McDermid,https://www.audible.com/pd/Forensics-Audiobook/B00YW0DK7E?qid=1635711464&sr=1-8&ref=a_special-p_c3_lProduct_1_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6KY0Y6Q8PYBM01MZ0VHZ,https://m.media-amazon.com/images/I/51PZqyZrP5L._SL500_.jpg,Chilling Nonfiction,https://www.goodreads.com/book/show/23214337-forensics?from_search=true&from_srp=true&qid=aeqQRJVnax&rank=1,,4.07,8126
384,People Who Eat Darkness,The True Story of a Young Woman Who Vanished from the Streets of Tokyo - and the Evil That Swallowed Her Up,Richard Lloyd Parry,https://www.audible.com/pd/People-Who-Eat-Darkness-Audiobook/B008O4JG8G?qid=1635711464&sr=1-9&ref=a_special-p_c3_lProduct_1_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6KY0Y6Q8PYBM01MZ0VHZ,https://m.media-amazon.com/images/I/51P+SNOzKAL._SL500_.jpg,Chilling Nonfiction,https://www.goodreads.com/book/show/18877989-people-who-eat-darkness?from_search=true&from_srp=true&qid=D2jK3B98yY&rank=1,,3.79,22804
385,Dead Mountain,The Untold True Story of the Dyatlov Pass Incident,Donnie Eichar,https://www.audible.com/pd/Dead-Mountain-Audiobook/B00IO4RVQ0?qid=1635711464&sr=1-10&ref=a_special-p_c3_lProduct_1_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6KY0Y6Q8PYBM01MZ0VHZ,https://m.media-amazon.com/images/I/51VbFfNn1CL._SL500_.jpg,Chilling Nonfiction,https://www.goodreads.com/book/show/17557470-dead-mountain?from_search=true&from_srp=true&qid=A0NIOdSlR8&rank=1,,3.99,17620
386,The Girls of Atomic City,The Untold Story of the Women Who Helped Win World War II,Denise Kiernan,https://www.audible.com/pd/The-Girls-of-Atomic-City-Audiobook/B00G3EI0ZE?qid=1635711464&sr=1-11&ref=a_special-p_c3_lProduct_1_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=6KY0Y6Q8PYBM01MZ0VHZ,https://m.media-amazon.com/images/I/617Qcs0Z+CL._SL500_.jpg,Chilling Nonfiction,https://www.goodreads.com/book/show/15801668-the-girls-of-atomic-city?from_search=true&from_srp=true&qid=aVl5eSFdp1&rank=5,,3.69,29234
