Unnamed: 0,Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings
919,Swamp Spook,,Jana DeLeon,https://www.audible.com/pd/Swamp-Spook-Audiobook/B07NCZTYGG?qid=1635711650&sr=1-23&ref=a_special-p_c3_lProduct_1_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51ZldwwfoFL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/42246178-swamp-spook?from_search=true&from_srp=true&qid=17qq8NfRhH&rank=1,,4.6,5711
920,Old Bones,,"Douglas Preston, Lincoln Child",https://www.audible.com/pd/Old-Bones-Audiobook/1549142232?qid=1635711650&sr=1-24&ref=a_special-p_c3_lProduct_1_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51ukXuwoLoL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/43522585-old-bones?from_search=true&from_srp=true&qid=j8ZVc3bUgV&rank=1,,4.04,16499
921,The Ghost of Marlow House,"Haunting Danielle Series, Book 1","Bobbi Holmes, Anna J. McIntyre",https://www.audible.com/pd/The-Ghost-of-Marlow-House-Audiobook/B06WWMZVHG?qid=1635711650&sr=1-25&ref=a_special-p_c3_lProduct_1_25&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51bedt5DMoL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/28242455-the-ghost-of-marlow-house?from_search=true&from_srp=true&qid=axEB8uFV6R&rank=1,,4.13,4485
922,The Library of Lost and Found,,Phaedra Patrick,https://www.audible.com/pd/The-Library-of-Lost-and-Found-Audiobook/B07M6LFVDN?qid=1635711650&sr=1-26&ref=a_special-p_c3_lProduct_1_26&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51rDjQMBg4L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/39873227-the-library-of-lost-and-found?from_search=true&from_srp=true&qid=fJ4Mmsj7jC&rank=1,,3.71,20720
923,Naughty in Nice,,Rhys Bowen,https://www.audible.com/pd/Naughty-in-Nice-Audiobook/B005KMCA9W?qid=1635711650&sr=1-27&ref=a_special-p_c3_lProduct_1_27&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51pxgSe0y3L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/10634238-naughty-in-nice?from_search=true&from_srp=true&qid=KShGpGtK84&rank=1,,4.04,12702
924,Swamp Sniper,,Jana DeLeon,https://www.audible.com/pd/Swamp-Sniper-Audiobook/B0197AV16K?qid=1635711650&sr=1-28&ref=a_special-p_c3_lProduct_1_28&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/61NFPXqIU7L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/18683504-swamp-sniper?from_search=true&from_srp=true&qid=JD31dNVh1i&rank=1,,4.43,9314
925,Murder in an Irish Cottage,,Carlene O'Connor,https://www.audible.com/pd/Murder-in-an-Irish-Cottage-Audiobook/1690581700?qid=1635711650&sr=1-29&ref=a_special-p_c3_lProduct_1_29&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51XQowzQ-dL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/48893306-murder-in-an-irish-cottage?from_search=true&from_srp=true&qid=CiwaomjorG&rank=1,,4.08,1915
926,Death of a Nag,"The Hamish Macbeth Mysteries, Book 11",M. C. Beaton,https://www.audible.com/pd/Death-of-a-Nag-Audiobook/109415203X?qid=1635711650&sr=1-30&ref=a_special-p_c3_lProduct_1_30&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51M9G3d2mqL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/445431.Death_of_a_Nag?from_search=true&from_srp=true&qid=E6DVXB2jkR&rank=1,,3.82,4637
927,Opium and Absinthe,A Novel,Lydia Kang,https://www.audible.com/pd/Opium-and-Absinthe-Audiobook/179975541X?qid=1635711650&sr=1-31&ref=a_special-p_c3_lProduct_1_31&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51YVq+w55UL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/48671529-opium-and-absinthe?from_search=true&from_srp=true&qid=Lifr0ivIX6&rank=1,,3.96,18125
928,Death of a Macho Man,"The Hamish Macbeth Mysteries, Book 12",M. C. Beaton,https://www.audible.com/pd/Death-of-a-Macho-Man-Audiobook/1094151874?qid=1635711650&sr=1-32&ref=a_special-p_c3_lProduct_1_32&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51GDPXElxBL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/272137.Death_of_a_Macho_Man?from_search=true&from_srp=true&qid=6GNTa87IVw&rank=1,,3.83,4458
929,Murder in an Irish Pub,,Carlene O'Connor,https://www.audible.com/pd/Murder-in-an-Irish-Pub-Audiobook/1974927083?qid=1635711650&sr=1-33&ref=a_special-p_c3_lProduct_1_33&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51Jg0OVrrfL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/45360744-murder-in-an-irish-pub?from_search=true&from_srp=true&qid=iDuBey9FvL&rank=1,,4.1,2454
930,Murder at Kensington Palace,"Wrexford & Sloane Mystery Series, Book 3",Andrea Penrose,https://www.audible.com/pd/Murder-at-Kensington-Palace-Audiobook/1541438663?qid=1635711650&sr=1-34&ref=a_special-p_c3_lProduct_1_34&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51uvA5oiVtL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/43420405-murder-at-kensington-palace?from_search=true&from_srp=true&qid=kkBx9C1DaM&rank=1,,4.12,3332
931,Murder on the Dance Floor,A Completely Gripping Historical Cozy Mystery (A Miss Underhay Mystery),Helena Dixon,https://www.audible.com/pd/Murder-on-the-Dance-Floor-Audiobook/B08L87L2F6?qid=1635711650&sr=1-35&ref=a_special-p_c3_lProduct_1_35&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51WlMiTv6uL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/54401348-murder-on-the-dance-floor?from_search=true&from_srp=true&qid=Az3YkAZQx2&rank=1,,4.32,928
932,Bones Behind the Wheel,"Haunted Guesthouse Mystery Series, Book 10",E. J. Copperman,https://www.audible.com/pd/Bones-Behind-the-Wheel-Audiobook/1630153834?qid=1635711650&sr=1-36&ref=a_special-p_c3_lProduct_1_36&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/61D4Y746g4L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/40603825-bones-behind-the-wheel?from_search=true&from_srp=true&qid=SmYwQK5yiv&rank=1,,4.07,476
933,Beating About the Bush,"An Agatha Raisin Mystery, Book 30",M. C. Beaton,https://www.audible.com/pd/Beating-About-the-Bush-Audiobook/1538451921?qid=1635711650&sr=1-37&ref=a_special-p_c3_lProduct_1_37&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51QpYdRAyDL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/43263431-beating-about-the-bush?from_search=true&from_srp=true&qid=EQR05ld8Xm&rank=1,,3.85,3688
934,"The Secret, Book & Scone Society",,Ellery Adams,https://www.audible.com/pd/The-Secret-Book-Scone-Society-Audiobook/B076JJLJMS?qid=1635711650&sr=1-38&ref=a_special-p_c3_lProduct_1_38&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/61E+UtcLZ8L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/33632473-the-secret-book-scone-society?from_search=true&from_srp=true&qid=aS2lVpwx8F&rank=2,,3.76,16856
935,A Lady's Guide to Gossip and Murder,"Countess of Harleigh Mystery Series, Book 2",Dianne Freeman,https://www.audible.com/pd/A-Ladys-Guide-to-Gossip-and-Murder-Audiobook/1684417619?qid=1635711650&sr=1-39&ref=a_special-p_c3_lProduct_1_39&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51yRIzLWz6L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/56948568-a-lady-s-guide-to-gossip-and-murder?from_search=true&from_srp=true&qid=ETg76YsBrZ&rank=2,,3.8,5775
936,Deader Homes and Gardens,,Angie Fox,https://www.audible.com/pd/Deader-Homes-and-Gardens-Audiobook/B01N33USGR?qid=1635711650&sr=1-40&ref=a_special-p_c3_lProduct_1_40&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/613lK2fOF3L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/32560734-deader-homes-and-gardens?from_search=true&from_srp=true&qid=jWPQpTln4L&rank=1,,4.27,3788
937,The Old Fox Deceiv'd,,Martha Grimes,https://www.audible.com/pd/The-Old-Fox-Deceivd-Audiobook/B00CH90XF4?qid=1635711650&sr=1-41&ref=a_special-p_c3_lProduct_1_41&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51F5kC+mrjL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/153163.The_Old_Fox_Deceiv_d?from_search=true&from_srp=true&qid=pTtawGnOs4&rank=1,,4.07,10059
938,On Her Majesty's Frightfully Secret Service,"A Royal Spyness Mystery, Book 11",Rhys Bowen,https://www.audible.com/pd/On-Her-Majestys-Frightfully-Secret-Service-Audiobook/B0744X249W?qid=1635711650&sr=1-42&ref=a_special-p_c3_lProduct_1_42&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/617IJEFYHfL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/32969127-on-her-majesty-s-frightfully-secret-service?from_search=true&from_srp=true&qid=ODUWk7ofFn&rank=1,,4.1,7834
939,And Then There Were Crumbs,"A Cookie House Mystery, Book 1",Eve Calder,https://www.audible.com/pd/And-Then-There-Were-Crumbs-Audiobook/1721383727?qid=1635711650&sr=1-43&ref=a_special-p_c3_lProduct_1_43&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/61U9ANXrNCL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/41150295-and-then-there-were-crumbs?from_search=true&from_srp=true&qid=E1SKNv2krO&rank=1,,4.2,1178
940,Dance of the Winnebagos,"A Jackrabbit Junction Mystery, Book 1",Ann Charles,https://www.audible.com/pd/Dance-of-the-Winnebagos-Audiobook/B00ITYURSE?qid=1635711650&sr=1-44&ref=a_special-p_c3_lProduct_1_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/61+ZLbw5fCL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/12739886-dance-of-the-winnebagos?from_search=true&from_srp=true&qid=OLuQKzldgI&rank=1,,3.92,3003
941,Murder in an Irish Churchyard,,Carlene O'Connor,https://www.audible.com/pd/Murder-in-an-Irish-Churchyard-Audiobook/B078MRBX3J?qid=1635711650&sr=1-45&ref=a_special-p_c3_lProduct_1_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/61mdcc0Z8lL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/35268750-murder-in-an-irish-churchyard?from_search=true&from_srp=true&qid=G8YoD8WfMP&rank=1,,4.04,2792
942,The Vampire Knitting Club,"Vampire Knitting Club Series, Book 1",Nancy Warren,https://www.audible.com/pd/The-Vampire-Knitting-Club-Audiobook/1977349889?qid=1635711650&sr=1-46&ref=a_special-p_c3_lProduct_1_46&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/61ZZu9EvA1L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/41882197-the-vampire-knitting-club?from_search=true&from_srp=true&qid=bkJd96BDUY&rank=1,,3.99,4568
943,Deck the Hallways,A Fixer-Upper Mystery,Kate Carlisle,https://www.audible.com/pd/Deck-the-Hallways-Audiobook/B0767NNQ33?qid=1635711650&sr=1-47&ref=a_special-p_c3_lProduct_1_47&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51veSkdnbWL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/29498616-deck-the-hallways?from_search=true&from_srp=true&qid=on4j7KK5Uu&rank=1,,3.98,2477
944,Death in Focus,"Elena Standish, Book 1",Anne Perry,https://www.audible.com/pd/Death-in-Focus-Audiobook/1980012059?qid=1635711650&sr=1-48&ref=a_special-p_c3_lProduct_1_48&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/518RQQBIOHL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/43426113-death-in-focus?from_search=true&from_srp=true&qid=3Ws2YjBZN6&rank=1,,3.88,2349
945,Twenty-Eight and a Half Wishes,"Rose Gardner Mystery, Book 1",Denise Grover Swank,https://www.audible.com/pd/Twenty-Eight-and-a-Half-Wishes-Audiobook/B08KTK22WS?qid=1635711650&sr=1-49&ref=a_special-p_c3_lProduct_1_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/51mDBHbbIfL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/22847270-twenty-eight-and-a-half-wishes?from_search=true&from_srp=true&qid=aMEdit7o8B&rank=1,,3.92,30262
946,Gone South,,Robert R. McCammon,https://www.audible.com/pd/Gone-South-Audiobook/B00XQVN1YM?qid=1635711650&sr=1-50&ref=a_special-p_c3_lProduct_1_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=HCW2ZQKC0V82VHW2G3YX,https://m.media-amazon.com/images/I/61890qrNW2L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/11549.Gone_South?from_search=true&from_srp=true&qid=QPjlIo28Ns&rank=1,,3.95,6091
947,The Burning Issue of the Day,"A Lady Hardcastle Mystery, Book 5",T E Kinsey,https://www.audible.com/pd/The-Burning-Issue-of-the-Day-Audiobook/1721386807?qid=1635711659&sr=1-51&ref=a_special-p_c3_lProduct_2_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51fbGU2UycL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/42963079-the-burning-issue-of-the-day?from_search=true&from_srp=true&qid=Uq9ILtaFjK&rank=1,,4.27,6059
948,Murder at Half Moon Gate,,Andrea Penrose,https://www.audible.com/pd/Murder-at-Half-Moon-Gate-Audiobook/B07F77P3NM?qid=1635711659&sr=1-52&ref=a_special-p_c3_lProduct_2_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/61H38jiqS3L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/35607916-murder-at-half-moon-gate?from_search=true&from_srp=true&qid=MI8RIArOE8&rank=1,,4.14,3599
949,Tropic of Stupid,"A Novel (Serge Storms, Book 24)",Tim Dorsey,https://www.audible.com/pd/Tropic-of-Stupid-Audiobook/0063066793?qid=1635711659&sr=1-53&ref=a_special-p_c3_lProduct_2_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51AGF-QU5LL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/53287273-tropic-of-stupid?from_search=true&from_srp=true&qid=gfCYUYprkf&rank=1,,4.18,1233
950,Murder Flies the Coop,,Jessica Ellicott,https://www.audible.com/pd/Murder-Flies-the-Coop-Audiobook/1980004781?qid=1635711659&sr=1-54&ref=a_special-p_c3_lProduct_2_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51GFUEuDqZL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/37884742-murder-flies-the-coop?from_search=true&from_srp=true&qid=JgH6t8J0mr&rank=1,,3.75,966
951,"Hook, Line and Blinker",,Jana DeLeon,https://www.audible.com/pd/Hook-Line-and-Blinker-Audiobook/B07612VHTP?qid=1635711659&sr=1-55&ref=a_special-p_c3_lProduct_2_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/61ErfVsukFL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/35341050-hook-line-and-blinker?from_search=true&from_srp=true&qid=RpfWwQJ9Oc&rank=1,,4.53,5918
952,Murder of a Chocolate-Covered Cherry,A Scumble River Mystery,Denise Swanson,https://www.audible.com/pd/Murder-of-a-Chocolate-Covered-Cherry-Audiobook/B00465RM06?qid=1635711659&sr=1-56&ref=a_special-p_c3_lProduct_2_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51aGvELdcKL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/1827749.Murder_of_a_Chocolate_Covered_Cherry?from_search=true&from_srp=true&qid=0hPafBehI5&rank=1,,3.9,1187
953,Silks,,"Dick Francis, Felix Francis",https://www.audible.com/pd/Silks-Audiobook/B014VFSB3W?qid=1635711659&sr=1-57&ref=a_special-p_c3_lProduct_2_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51L6+BY2DRL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/3263889-silks?from_search=true&from_srp=true&qid=klQ5QhvBj6&rank=1,,3.84,4072
954,The Vanished Bride,"A Brontë Sisters Mystery, Book 1",Bella Ellis,https://www.audible.com/pd/The-Vanished-Bride-Audiobook/0593153464?qid=1635711659&sr=1-58&ref=a_special-p_c3_lProduct_2_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51keaP-1JzL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/44525770-the-vanished-bride?from_search=true&from_srp=true&qid=LCCO1y4BOi&rank=1,,3.8,2434
955,Newly Wed and Slightly Dead,"Touch of Magic Mysteries, Book 1",Danielle Garrett,https://www.audible.com/pd/Newly-Wed-and-Slightly-Dead-Audiobook/1400122104?qid=1635711659&sr=1-59&ref=a_special-p_c3_lProduct_2_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/518TJcYlK4L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/43725544-newly-wed-and-slightly-dead?from_search=true&from_srp=true&qid=HulftWHyTh&rank=1,,4.03,778
956,Sugar and Vice,"Cookie House Mystery, Book 2",Eve Calder,https://www.audible.com/pd/Sugar-and-Vice-Audiobook/1705228321?qid=1635711659&sr=1-60&ref=a_special-p_c3_lProduct_2_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51wIuaawAkL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/51164509-sugar-and-vice?from_search=true&from_srp=true&qid=nmoNQy2B8T&rank=1,,4.11,616
957,Sinfully Delicious,"A Two Broomsticks Gas & Grill Witch Cozy Mystery, Book 1",Amanda M. Lee,https://www.audible.com/pd/Sinfully-Delicious-Audiobook/B086P8F8WK?qid=1635711659&sr=1-61&ref=a_special-p_c3_lProduct_2_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51z6IA4jL1L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/50223786-sinfully-delicious?from_search=true&from_srp=true&qid=ABg0FTB6Fj&rank=1,,4.44,2198
958,Lowcountry Bordello,,Susan M. Boyer,https://www.audible.com/pd/Lowcountry-Bordello-Audiobook/B01AAWQ5GK?qid=1635711659&sr=1-62&ref=a_special-p_c3_lProduct_2_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51E4BbU7V5L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/26169556-lowcountry-bordello?from_search=true&from_srp=true&qid=DMt1kUwRdN&rank=1,,4.28,2405
959,Sleep Like a Baby,,Charlaine Harris,https://www.audible.com/pd/Sleep-Like-a-Baby-Audiobook/B074JG5QZK?qid=1635711659&sr=1-63&ref=a_special-p_c3_lProduct_2_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51bVc+hNI5L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/33559163-sleep-like-a-baby?from_search=true&from_srp=true&qid=iXjhii8KBY&rank=1,,3.75,6314
960,All the Little Liars,,Charlaine Harris,https://www.audible.com/pd/All-the-Little-Liars-Audiobook/B01K253Y4G?qid=1635711659&sr=1-64&ref=a_special-p_c3_lProduct_2_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/514TbZhM70L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/28220808-all-the-little-liars?from_search=true&from_srp=true&qid=PHRLDyi01L&rank=1,,3.81,8245
961,Before She Was Helen,A Novel,Caroline B. Cooney,https://www.audible.com/pd/Before-She-Was-Helen-Audiobook/0593209540?qid=1635711659&sr=1-65&ref=a_special-p_c3_lProduct_2_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51Vr1QEUY1L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/49811806-before-she-was-helen?from_search=true&from_srp=true&qid=oE2VAlFsRo&rank=1,,3.64,2674
962,Wicked Witch Murder,"A Lucy Stone Mystery, Book 16",Leslie Meier,https://www.audible.com/pd/Wicked-Witch-Murder-Audiobook/1662039018?qid=1635711659&sr=1-66&ref=a_special-p_c3_lProduct_2_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51yDM1Txt2L._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/7177089-wicked-witch-murder?from_search=true&from_srp=true&qid=Ne8kCwFRob&rank=1,,3.69,2226
963,Off Kilter,"Scottish Highlands Mystery Series, Book 1",Hannah Reed,https://www.audible.com/pd/Off-Kilter-Audiobook/B07BN1M3T5?qid=1635711659&sr=1-67&ref=a_special-p_c3_lProduct_2_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/61vUHfmyYNL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/20949466-off-kilter?from_search=true&from_srp=true&qid=eEVeg3CqRF&rank=1,,3.9,2166
964,Princess Elizabeth's Spy,A Maggie Hope Mystery,Susan Elia MacNeal,https://www.audible.com/pd/Princess-Elizabeths-Spy-Audiobook/B009K7RY5I?qid=1635711659&sr=1-68&ref=a_special-p_c3_lProduct_2_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51ltLWzwuFL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/13330549-princess-elizabeth-s-spy?from_search=true&from_srp=true&qid=0gFFdlqaSp&rank=1,,3.89,14438
965,Reading Up a Storm,"Lighthouse Library Mystery Series, Book 3",Eva Gates,https://www.audible.com/pd/Reading-Up-a-Storm-Audiobook/B01DFQVM98?qid=1635711659&sr=1-69&ref=a_special-p_c3_lProduct_2_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/613tGJe-cVL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/25894011-reading-up-a-storm?from_search=true&from_srp=true&qid=Xuq5rantAJ&rank=1,,3.92,2648
966,Smoky Mountain Tracks,"A Raine Stockton Dog Mystery, Volume 1",Donna Ball,https://www.audible.com/pd/Smoky-Mountain-Tracks-Audiobook/B00JJ60V1Y?qid=1635711659&sr=1-70&ref=a_special-p_c3_lProduct_2_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=SKJWFV3YNRH2J4W46X7H,https://m.media-amazon.com/images/I/51GxgBzxXBL._SL500_.jpg,Recently Added,https://www.goodreads.com/book/show/857666.Smoky_Mountain_Tracks?from_search=true&from_srp=true&qid=YWyiH6QCUS&rank=1,,4.0,1622
