Unnamed: 0,Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Book ID,Goodreads Title,Goodreads Author,Goodreads_Link,Goodreads Search URL,Goodreads_Rating,Number_of_Ratings,Ratings combination,Goodreads search
51,The Restoration of Celia Fairchild,A Novel,Marie Bostwick,https://www.audible.com/pd/The-Restoration-of-Celia-Fairchild-Audiobook/0063069326?qid=1630755486&sr=1-39&ref=a_special-p_c3_lProduct_1_39&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MFH2K5SJ5WKTF1FQ1A8B,https://m.media-amazon.com/images/I/51HPIP4GTdL._SL500_.jpg,Fiction,37,The Restoration of Celia Fairchild,Marie Bostwick,https://www.goodreads.com/book/show/53914958-the-restoration-of-celia-fairchild?from_search=true&from_srp=true&qid=wSWMEXZeLs&rank=1,https://www.goodreads.com/search?q=The+Restoration+of+Celia+Fairchild+Marie+Bostwick,4.08,1717,4.08,https://www.goodreads.com/search?q=The Restoration of Celia Fairchild+Marie Bostwick
52,The Prisoner's Wife,,Maggie Brookes,https://www.audible.com/pd/The-Prisoners-Wife-Audiobook/0593215125?qid=1630755486&sr=1-40&ref=a_special-p_c3_lProduct_1_40&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MFH2K5SJ5WKTF1FQ1A8B,https://m.media-amazon.com/images/I/51ug65OUeHL._SL500_.jpg,Fiction,38,The Prisoner's Wife: based on an inspiring true story,Maggie Brookes,https://www.goodreads.com/book/show/50368444-the-prisoner-s-wife?from_search=true&from_srp=true&qid=e8SVAkMNHU&rank=1,https://www.goodreads.com/search?q=The+Prisoner-s+Wife+Maggie+Brookes,4.11,2100,4.11,https://www.goodreads.com/search?q=The Prisoner's Wife+Maggie Brookes
56,The Railway Children,,E. Nesbit,https://www.audible.com/pd/The-Railway-Children-Audiobook/B00BCNK2K2?qid=1630755486&sr=1-41&ref=a_special-p_c3_lProduct_1_41&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MFH2K5SJ5WKTF1FQ1A8B,https://m.media-amazon.com/images/I/51KJnIKdt+L._SL500_.jpg,"Fiction, Kids & Teen",39,The Railway Children,E. Nesbit,https://www.goodreads.com/book/show/164531.The_Railway_Children?from_search=true&from_srp=true&qid=X7uxbHvSKy&rank=5,https://www.goodreads.com/search?q=The+Railway+Children+E.+Nesbit,4,55079,4,https://www.goodreads.com/search?q=The Railway Children+E. Nesbit
63,On the Beach,,Nevil Shute,https://www.audible.com/pd/On-the-Beach-Audiobook/B005WXO484?qid=1630755486&sr=1-42&ref=a_special-p_c3_lProduct_1_42&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MFH2K5SJ5WKTF1FQ1A8B,https://m.media-amazon.com/images/I/51L99c11KDL._SL500_.jpg,Fiction,40,On the Beach,Nevil Shute,https://www.goodreads.com/book/show/38180.On_the_Beach?from_search=true&from_srp=true&qid=Zp8qGhDp4q&rank=2,https://www.goodreads.com/search?q=On+the+Beach+Nevil+Shute,3.94,37948,3.94,https://www.goodreads.com/search?q=On the Beach+Nevil Shute
70,Mind Tryst,,Robyn Carr,https://www.audible.com/pd/Mind-Tryst-Audiobook/B00GGN1RN4?qid=1630755486&sr=1-43&ref=a_special-p_c3_lProduct_1_43&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MFH2K5SJ5WKTF1FQ1A8B,https://m.media-amazon.com/images/I/51oxiyhGCtL._SL500_.jpg,Fiction,41,Mind Tryst,Robyn Carr,https://www.goodreads.com/book/show/19241348-mind-tryst?from_search=true&from_srp=true&qid=G5E7GdfVcp&rank=1,https://www.goodreads.com/search?q=Mind+Tryst+Robyn+Carr,3.95,972,3.95,https://www.goodreads.com/search?q=Mind Tryst+Robyn Carr
71,Falling Home,A Falling Home Novel,Karen White,https://www.audible.com/pd/Falling-Home-Audiobook/0593453980?qid=1630755486&sr=1-44&ref=a_special-p_c3_lProduct_1_44&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MFH2K5SJ5WKTF1FQ1A8B,https://m.media-amazon.com/images/I/51wFKPncCQL._SL500_.jpg,Fiction,42,Falling Home,Karen   White,https://www.goodreads.com/book/show/9954179-falling-home?from_search=true&from_srp=true&qid=GUpNgMK52G&rank=1,https://www.goodreads.com/search?q=Falling+Home+Karen+White,3.95,7448,3.95,https://www.goodreads.com/search?q=Falling Home+Karen White
,The Protector's War,A Novel of the Change,S. M. Stirling,https://www.audible.com/pd/The-Protectors-War-Audiobook/B002UZKVAW?qid=1630755486&sr=1-45&ref=a_special-p_c3_lProduct_1_45&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MFH2K5SJ5WKTF1FQ1A8B,https://m.media-amazon.com/images/I/515SAHbF6fL._SL500_.jpg,Fiction,43,,,https://www.goodreads.com/book/show/116449.The_Protector_s_War?from_search=true&from_srp=true&qid=yyGEwbv3MC&rank=1,,,,4,https://www.goodreads.com/search?q=The Protector's War+S. M. Stirling
72,Lunch with Buddha,,Roland Merullo,https://www.audible.com/pd/Lunch-with-Buddha-Audiobook/B00SWR3JII?qid=1630755486&sr=1-46&ref=a_special-p_c3_lProduct_1_46&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MFH2K5SJ5WKTF1FQ1A8B,https://m.media-amazon.com/images/I/51UAiUzGtyL._SL500_.jpg,Fiction,44,Lunch with Buddha,Roland Merullo,https://www.goodreads.com/book/show/16069313-lunch-with-buddha?from_search=true&from_srp=true&qid=8BUNRbkmDJ&rank=1,https://www.goodreads.com/search?q=Lunch+with+Buddha+Roland+Merullo,4.17,2023,4.17,https://www.goodreads.com/search?q=Lunch with Buddha+Roland Merullo
75,Little Women,,Louisa May Alcott,https://www.audible.com/pd/Little-Women-Audiobook/B002V8NCV8?qid=1630755486&sr=1-47&ref=a_special-p_c3_lProduct_1_47&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MFH2K5SJ5WKTF1FQ1A8B,https://m.media-amazon.com/images/I/513KBHYdruL._SL500_.jpg,"Fiction, Kids & Teen",45,Little Women. Louisa May Alcott,Louisa May Alcott,https://www.goodreads.com/book/show/2743418-little-women-louisa-may-alcott?from_search=true&from_srp=true&qid=VKNpgGmNUq&rank=4,https://www.goodreads.com/search?q=Little+Women+Louisa+May+Alcott,4.1,1823177,4.1,https://www.goodreads.com/search?q=Little Women+Louisa May Alcott
84,The Mistress,,Danielle Steel,https://www.audible.com/pd/The-Mistress-Audiobook/B01MRT1IOO?qid=1630755486&sr=1-48&ref=a_special-p_c3_lProduct_1_48&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MFH2K5SJ5WKTF1FQ1A8B,https://m.media-amazon.com/images/I/51xun1lhh6L._SL500_.jpg,Fiction,46,The Mistress,Danielle Steel,https://www.goodreads.com/book/show/29974914-the-mistress?from_search=true&from_srp=true&qid=Df1KaG9e9J&rank=1,https://www.goodreads.com/search?q=The+Mistress+Danielle+Steel,3.85,9675,3.85,https://www.goodreads.com/search?q=The Mistress+Danielle Steel
87,Robinson Crusoe,,Daniel Defoe,https://www.audible.com/pd/Robinson-Crusoe-Audiobook/B002UZLIN6?qid=1630755486&sr=1-49&ref=a_special-p_c3_lProduct_1_49&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MFH2K5SJ5WKTF1FQ1A8B,https://m.media-amazon.com/images/I/614sNch6h-L._SL500_.jpg,Fiction,47,"Robinson Crusoe (Robinson Crusoe, #1)",Daniel Defoe,https://www.goodreads.com/book/show/2932.Robinson_Crusoe?from_search=true&from_srp=true&qid=Onytw4K9G7&rank=12,https://www.goodreads.com/search?q=Robinson+Crusoe+Daniel+Defoe,3.68,263737,3.68,https://www.goodreads.com/search?q=Robinson Crusoe+Daniel Defoe
90,Sunrise by the Sea,A Little Beach Bakery Novel,Jenny Colgan,https://www.audible.com/pd/Sunrise-by-the-Sea-Audiobook/0062911341?qid=1630755486&sr=1-50&ref=a_special-p_c3_lProduct_1_50&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=MFH2K5SJ5WKTF1FQ1A8B,https://m.media-amazon.com/images/I/61-gpqoitES._SL500_.jpg,Fiction,48,Sunrise by the Sea (Little Beach Street Bakery #4),Jenny Colgan,https://www.goodreads.com/book/show/55276595-sunrise-by-the-sea?from_search=true&from_srp=true&qid=62xJhJ4IqA&rank=1,https://www.goodreads.com/search?q=Sunrise+by+the+Sea+Jenny+Colgan,4.15,2095,4.15,https://www.goodreads.com/search?q=Sunrise by the Sea+Jenny Colgan
91,Silent Night,,Danielle Steel,https://www.audible.com/pd/Silent-Night-Audiobook/1980027684?qid=1630755497&sr=1-51&ref=a_special-p_c3_lProduct_2_1&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51hxecKgjDL._SL500_.jpg,Fiction,49,Silent Night,Danielle Steel,https://www.goodreads.com/book/show/40655468-silent-night?from_search=true&from_srp=true&qid=zAtWTUGVwp&rank=1,https://www.goodreads.com/search?q=Silent+Night+Danielle+Steel,4.08,5776,4.08,https://www.goodreads.com/search?q=Silent Night+Danielle Steel
92,Fake Accounts,,Lauren Oyler,https://www.audible.com/pd/Fake-Accounts-Audiobook/0593414594?qid=1630755497&sr=1-52&ref=a_special-p_c3_lProduct_2_2&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51h3i8FFNpL._SL500_.jpg,Fiction,50,Fake Accounts,Lauren Oyler,https://www.goodreads.com/book/show/45732027-fake-accounts?from_search=true&from_srp=true&qid=Zavu8BRoUt&rank=1,https://www.goodreads.com/search?q=Fake+Accounts+Lauren+Oyler,2.98,5135,2.98,https://www.goodreads.com/search?q=Fake Accounts+Lauren Oyler
93,Nocturnes,Five Stories of Music and Nightfall,Kazuo Ishiguro,https://www.audible.com/pd/Nocturnes-Audiobook/B002V19UPC?qid=1630755497&sr=1-53&ref=a_special-p_c3_lProduct_2_3&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51qJ2ombGTL._SL500_.jpg,Fiction,51,Nocturnes: Five Stories of Music and Nightfall,Kazuo Ishiguro,https://www.goodreads.com/book/show/4772110-nocturnes?from_search=true&from_srp=true&qid=2M9fTVl09y&rank=1,https://www.goodreads.com/search?q=Nocturnes+Kazuo+Ishiguro,3.49,20562,3.49,https://www.goodreads.com/search?q=Nocturnes+Kazuo Ishiguro
94,Plainsong,,Kent Haruf,https://www.audible.com/pd/Plainsong-Audiobook/B006QXAEP6?qid=1630755497&sr=1-54&ref=a_special-p_c3_lProduct_2_4&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51jpIv5OiGL._SL500_.jpg,Fiction,52,"Plainsong (Plainsong, #1)",Kent Haruf,https://www.goodreads.com/book/show/77156.Plainsong?from_search=true&from_srp=true&qid=YtzQJBnTbY&rank=3,https://www.goodreads.com/search?q=Plainsong+Kent+Haruf,4.01,68611,4.01,https://www.goodreads.com/search?q=Plainsong+Kent Haruf
95,The Girl in the Garden,,Kamala Nair,https://www.audible.com/pd/The-Girl-in-the-Garden-Audiobook/B0052Z9LGM?qid=1630755497&sr=1-55&ref=a_special-p_c3_lProduct_2_5&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/61hD+mbQpSL._SL500_.jpg,Fiction,53,The Girl in the Garden,Kamala Nair,https://www.goodreads.com/book/show/9632886-the-girl-in-the-garden?from_search=true&from_srp=true&qid=8w38U4ea0U&rank=1,https://www.goodreads.com/search?q=The+Girl+in+the+Garden+Kamala+Nair,3.8,2899,3.8,https://www.goodreads.com/search?q=The Girl in the Garden+Kamala Nair
96,A Dog's Way Home,,W. Bruce Cameron,https://www.audible.com/pd/A-Dogs-Way-Home-Audiobook/B071W33VX3?qid=1630755497&sr=1-56&ref=a_special-p_c3_lProduct_2_6&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/61C6u1X52TL._SL500_.jpg,Fiction,54,A Dog's Way Home: The Heartwarming Story of the Special Bond Between Man and Dog,W. Bruce Cameron,https://www.goodreads.com/book/show/35130968-a-dog-s-way-home?from_search=true&from_srp=true&qid=hicrJOZqsl&rank=3,https://www.goodreads.com/search?q=A+Dog-s+Way+Home+W.+Bruce+Cameron,4.2,11791,4.2,https://www.goodreads.com/search?q=A Dog's Way Home+W. Bruce Cameron
97,Mutant Message Down Under,,Marlo Morgan,https://www.audible.com/pd/Mutant-Message-Down-Under-Audiobook/0062955381?qid=1630755497&sr=1-57&ref=a_special-p_c3_lProduct_2_7&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/516-LEUmLKL._SL500_.jpg,Fiction,55,Mutant Message Down Under,Marlo Morgan,https://www.goodreads.com/book/show/32349.Mutant_Message_Down_Under?from_search=true&from_srp=true&qid=bNT8mKNamX&rank=2,https://www.goodreads.com/search?q=Mutant+Message+Down+Under+Marlo+Morgan,3.76,18839,3.76,https://www.goodreads.com/search?q=Mutant Message Down Under+Marlo Morgan
99,"Black Girl, Call Home",,Jasmine Mans,https://www.audible.com/pd/Black-Girl-Call-Home-Audiobook/0593346874?qid=1630755497&sr=1-58&ref=a_special-p_c3_lProduct_2_8&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51vTiymOfqL._SL500_.jpg,Fiction,56,"Black Girl, Call Home",Jasmine Mans,https://www.goodreads.com/book/show/54359466-black-girl-call-home?from_search=true&from_srp=true&qid=c9PBopUobW&rank=1,"https://www.goodreads.com/search?q=Black+Girl,+Call+Home+Jasmine+Mans",4.45,1485,4.45,"https://www.goodreads.com/search?q=Black Girl, Call Home+Jasmine Mans"
100,The Removed,A Novel,Brandon Hobson,https://www.audible.com/pd/The-Removed-Audiobook/0062997572?qid=1630755497&sr=1-59&ref=a_special-p_c3_lProduct_2_9&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/61HlkloDOXL._SL500_.jpg,Fiction,57,The Removed,Brandon Hobson,https://www.goodreads.com/book/show/53441181-the-removed?from_search=true&from_srp=true&qid=PFZyRAV0cq&rank=1,https://www.goodreads.com/search?q=The+Removed+Brandon+Hobson,3.39,8070,3.39,https://www.goodreads.com/search?q=The Removed+Brandon Hobson
101,The Memory Collectors,,Kim Neville,https://www.audible.com/pd/The-Memory-Collectors-Audiobook/1797117572?qid=1630755497&sr=1-60&ref=a_special-p_c3_lProduct_2_10&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51LdmUgQuIL._SL500_.jpg,Fiction,58,The Memory Collectors,Kim Neville,https://www.goodreads.com/book/show/54303938-the-memory-collectors?from_search=true&from_srp=true&qid=3Ebb0J8Pye&rank=1,https://www.goodreads.com/search?q=The+Memory+Collectors+Kim+Neville,3.75,1138,3.75,https://www.goodreads.com/search?q=The Memory Collectors+Kim Neville
103,Your House Will Pay,A Novel,Steph Cha,https://www.audible.com/pd/Your-House-Will-Pay-Audiobook/006296738X?qid=1630755497&sr=1-61&ref=a_special-p_c3_lProduct_2_11&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51T8YsJgx6L._SL500_.jpg,Fiction,59,Your House Will Pay,Steph Cha,https://www.goodreads.com/book/show/43615778-your-house-will-pay?from_search=true&from_srp=true&qid=7buqbv63NA&rank=1,https://www.goodreads.com/search?q=Your+House+Will+Pay+Steph+Cha,4.11,6361,4.11,https://www.goodreads.com/search?q=Your House Will Pay+Steph Cha
104,We Run the Tides,A Novel,Vendela Vida,https://www.audible.com/pd/We-Run-the-Tides-Audiobook/006306796X?qid=1630755497&sr=1-62&ref=a_special-p_c3_lProduct_2_12&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51KtNG73IZL._SL500_.jpg,Fiction,60,We Run the Tides,Vendela Vida,https://www.goodreads.com/book/show/53402121-we-run-the-tides?from_search=true&from_srp=true&qid=QFC34wmSAP&rank=1,https://www.goodreads.com/search?q=We+Run+the+Tides+Vendela+Vida,3.69,6154,3.69,https://www.goodreads.com/search?q=We Run the Tides+Vendela Vida
105,Killing Rommel,,Steven Pressfield,https://www.audible.com/pd/Killing-Rommel-Audiobook/B002V5IRHU?qid=1630755497&sr=1-63&ref=a_special-p_c3_lProduct_2_13&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51xOLuBeX1L._SL500_.jpg,Fiction,61,Killing Rommel,Steven Pressfield,https://www.goodreads.com/book/show/1536419.Killing_Rommel?from_search=true&from_srp=true&qid=ZSrtGpy3j8&rank=1,https://www.goodreads.com/search?q=Killing+Rommel+Steven+Pressfield,3.96,3566,3.96,https://www.goodreads.com/search?q=Killing Rommel+Steven Pressfield
106,Maggie,The Sequel to The Dead Don't Dance,Charles Martin,https://www.audible.com/pd/Maggie-Audiobook/B06ZY5VFJS?qid=1630755497&sr=1-64&ref=a_special-p_c3_lProduct_2_14&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51ln8Rca7yL._SL500_.jpg,Fiction,62,Maggie (Awakening #2),Charles Martin,https://www.goodreads.com/book/show/129562.Maggie?from_search=true&from_srp=true&qid=7mMpYzM1xC&rank=1,https://www.goodreads.com/search?q=Maggie+Charles+Martin,4.29,3876,4.29,https://www.goodreads.com/search?q=Maggie+Charles Martin
107,True Devotion,"Uncommon Heroes, Book 1",Dee Henderson,https://www.audible.com/pd/True-Devotion-Audiobook/B002V1LQMW?qid=1630755497&sr=1-65&ref=a_special-p_c3_lProduct_2_15&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51gHrK5duWL._SL500_.jpg,Fiction,63,"True Devotion (Uncommon Heroes, #1)",Dee Henderson,https://www.goodreads.com/book/show/359455.True_Devotion?from_search=true&from_srp=true&qid=GnJRmvjlnX&rank=1,https://www.goodreads.com/search?q=True+Devotion+Dee+Henderson,4.25,12645,4.25,https://www.goodreads.com/search?q=True Devotion+Dee Henderson
109,Meg and Jo,,Virginia Kantra,https://www.audible.com/pd/Meg-and-Jo-Audiobook/0593167333?qid=1630755497&sr=1-66&ref=a_special-p_c3_lProduct_2_16&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/41QY-DjY6lL._SL500_.jpg,Fiction,64,"Meg and Jo (The March Sisters, #1)",Virginia Kantra,https://www.goodreads.com/book/show/45899334-meg-and-jo?from_search=true&from_srp=true&qid=gzg0foDqQA&rank=1,https://www.goodreads.com/search?q=Meg+and+Jo+Virginia+Kantra,3.68,5436,3.68,https://www.goodreads.com/search?q=Meg and Jo+Virginia Kantra
110,The Silent Treatment,A Novel,Abbie Greaves,https://www.audible.com/pd/The-Silent-Treatment-Audiobook/0062985086?qid=1630755497&sr=1-67&ref=a_special-p_c3_lProduct_2_17&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/41-b2l7BGsL._SL500_.jpg,Fiction,65,The Silent Treatment,Abbie Greaves,https://www.goodreads.com/book/show/51194669-the-silent-treatment?from_search=true&from_srp=true&qid=kKFlzzGN4T&rank=1,https://www.goodreads.com/search?q=The+Silent+Treatment+Abbie+Greaves,3.76,4591,3.76,https://www.goodreads.com/search?q=The Silent Treatment+Abbie Greaves
111,"White Rose, Black Forest",,Eoin Dempsey,https://www.audible.com/pd/White-Rose-Black-Forest-Audiobook/B079J58W9J?qid=1630755497&sr=1-68&ref=a_special-p_c3_lProduct_2_18&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/518Hp52sqRL._SL500_.jpg,Fiction,66,"White Rose, Black Forest",Eoin Dempsey,https://www.goodreads.com/book/show/35889209-white-rose-black-forest?from_search=true&from_srp=true&qid=Sox2rNeAAG&rank=1,"https://www.goodreads.com/search?q=White+Rose,+Black+Forest+Eoin+Dempsey",4.08,53909,4.08,"https://www.goodreads.com/search?q=White Rose, Black Forest+Eoin Dempsey"
112,The Secrets of Love Story Bridge,,Phaedra Patrick,https://www.audible.com/pd/The-Secrets-of-Love-Story-Bridge-Audiobook/1488208182?qid=1630755497&sr=1-69&ref=a_special-p_c3_lProduct_2_19&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51LGnJyHFUL._SL500_.jpg,Fiction,67,The Secrets of Love Story Bridge,Phaedra Patrick,https://www.goodreads.com/book/show/45422563-the-secrets-of-love-story-bridge?from_search=true&from_srp=true&qid=Av74R4ZlP5&rank=1,https://www.goodreads.com/search?q=The+Secrets+of+Love+Story+Bridge+Phaedra+Patrick,3.64,2517,3.64,https://www.goodreads.com/search?q=The Secrets of Love Story Bridge+Phaedra Patrick
114,Ellie and the Harpmaker,,Hazel Prior,https://www.audible.com/pd/Ellie-and-the-Harpmaker-Audiobook/1984890549?qid=1630755497&sr=1-70&ref=a_special-p_c3_lProduct_2_20&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/41AUAPCJbDL._SL500_.jpg,Fiction,68,Ellie and the Harpmaker,Hazel Prior,https://www.goodreads.com/book/show/40611133-ellie-and-the-harpmaker?from_search=true&from_srp=true&qid=Rk25caEOBn&rank=1,https://www.goodreads.com/search?q=Ellie+and+the+Harpmaker+Hazel+Prior,3.84,5218,3.84,https://www.goodreads.com/search?q=Ellie and the Harpmaker+Hazel Prior
115,The Jam and Jelly Nook,,Amy Clipston,https://www.audible.com/pd/The-Jam-and-Jelly-Nook-Audiobook/0310356555?qid=1630755497&sr=1-71&ref=a_special-p_c3_lProduct_2_21&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51U-lKatlyS._SL500_.jpg,Fiction,69,The Jam and Jelly Nook (Amish Marketplace #4),Amy Clipston,https://www.goodreads.com/book/show/54287614-the-jam-and-jelly-nook?from_search=true&from_srp=true&qid=5dbVnKgJ1B&rank=1,https://www.goodreads.com/search?q=The+Jam+and+Jelly+Nook+Amy+Clipston,4.55,383,4.21,https://www.goodreads.com/search?q=The Jam and Jelly Nook+Amy Clipston
116,I Was Told It Would Get Easier,,Abbi Waxman,https://www.audible.com/pd/I-Was-Told-It-Would-Get-Easier-Audiobook/0593214633?qid=1630755497&sr=1-72&ref=a_special-p_c3_lProduct_2_22&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51l-VE4K3aL._SL500_.jpg,Fiction,70,I Was Told It Would Get Easier,Abbi Waxman,https://www.goodreads.com/book/show/49348458-i-was-told-it-would-get-easier?from_search=true&from_srp=true&qid=Jl5k21V9pN&rank=1,https://www.goodreads.com/search?q=I+Was+Told+It+Would+Get+Easier+Abbi+Waxman,3.71,7489,3.71,https://www.goodreads.com/search?q=I Was Told It Would Get Easier+Abbi Waxman
117,The Other Windsor Girl,"A Novel of Princess Margaret, Royal Rebel",Georgie Blalock,https://www.audible.com/pd/The-Other-Windsor-Girl-Audiobook/0062960849?qid=1630755497&sr=1-73&ref=a_special-p_c3_lProduct_2_23&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/41wIBb9OUeL._SL500_.jpg,Fiction,71,"The Other Windsor Girl: A Novel of Princess Margaret, Royal Rebel",Georgie Blalock,https://www.goodreads.com/book/show/43884183-the-other-windsor-girl?from_search=true&from_srp=true&qid=jFc2tV8cm0&rank=1,https://www.goodreads.com/search?q=The+Other+Windsor+Girl+Georgie+Blalock,3.6,3788,3.6,https://www.goodreads.com/search?q=The Other Windsor Girl+Georgie Blalock
118,Dark Horses,A Novel,Susan Mihalic,https://www.audible.com/pd/Dark-Horses-Audiobook/1797112708?qid=1630755497&sr=1-74&ref=a_special-p_c3_lProduct_2_24&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51hgvIZYGCL._SL500_.jpg,Fiction,72,Dark Horses,Susan Mihalic,https://www.goodreads.com/book/show/50892208-dark-horses?from_search=true&from_srp=true&qid=yvBYoNV86c&rank=1,https://www.goodreads.com/search?q=Dark+Horses+Susan+Mihalic,3.99,2665,3.99,https://www.goodreads.com/search?q=Dark Horses+Susan Mihalic
119,Saving Ruby King,A Novel,Catherine Adel West,https://www.audible.com/pd/Saving-Ruby-King-Audiobook/1488208751?qid=1630755497&sr=1-75&ref=a_special-p_c3_lProduct_2_25&pf_rd_p=f1c3032f-59e7-4b45-9026-e60372f10b98&pf_rd_r=VJ9ATXXZEQK6JVQAK2WE,https://m.media-amazon.com/images/I/51QWaK1kyyL._SL500_.jpg,Fiction,73,Saving Ruby King,Catherine Adel West,https://www.goodreads.com/book/show/44131181-saving-ruby-king?from_search=true&from_srp=true&qid=gv0jV32PwB&rank=1,https://www.goodreads.com/search?q=Saving+Ruby+King+Catherine+Adel+West,3.94,4007,3.94,https://www.goodreads.com/search?q=Saving Ruby King+Catherine Adel West
