Book ID,Goodreads Link,Goodreads Rating,Number of Ratings
115,https://www.goodreads.com/book/show/424644.Tonight_I_Said_Goodbye?from_search=true&from_srp=true&qid=pQJOn68XZr&rank=1,3.83,3770.0
116,https://www.goodreads.com/book/show/30359750-a-deadly-distance?from_search=true&from_srp=true&qid=RKsG4YWUzW&rank=1,4.03,7249.0
117,https://www.goodreads.com/book/show/93812.Sanibel_Flats?from_search=true&from_srp=true&qid=aOBg1N3BoH&rank=2,3.87,6158.0
118,https://www.goodreads.com/book/show/9647908-the-ideal-man?from_search=true&from_srp=true&qid=QCW3XABQOO&rank=1,3.97,16321.0
119,https://www.goodreads.com/book/show/57351862-fortune-furlough?from_search=true&from_srp=true&qid=r9q36o6G6Q&rank=2,5.0,3.0
120,https://www.goodreads.com/book/show/55707640-shiver?from_search=true&from_srp=true&qid=3oY8StDJeh&rank=1,3.83,7764.0
121,https://www.goodreads.com/book/show/51960928-in-the-clearing?from_search=true&from_srp=true&qid=RnwuPmoVA9&rank=1,4.13,2360.0
122,https://www.goodreads.com/book/show/43353827-the-woman-i-was-before?from_search=true&from_srp=true&qid=mfCI5zhmiM&rank=1,3.89,7731.0
123,https://www.goodreads.com/book/show/43170493-finding-grace?from_search=true&from_srp=true&qid=qNsJ2YqiDE&rank=1,3.96,4937.0
124,https://www.goodreads.com/book/show/49093787-their-last-secret?from_search=true&from_srp=true&qid=8CURXNw6qS&rank=1,4.16,559.0
125,https://www.goodreads.com/book/show/181404.Sleeping_with_Strangers?from_search=true&from_srp=true&qid=YBlVP1V3i8&rank=1,4.34,5756.0
126,https://www.goodreads.com/book/show/149426.Mrs_Pollifax_on_the_China_Station?from_search=true&from_srp=true&qid=nbpVAj0gjZ&rank=1,4.15,4740.0
127,https://www.goodreads.com/book/show/49958807-don-t-even-breathe?from_search=true&from_srp=true&qid=R9E3IJ6nDW&rank=1,3.96,7539.0
128,https://www.goodreads.com/book/show/7243435-they-re-watching?from_search=true&from_srp=true&qid=oPwu8BteIZ&rank=1,3.73,3663.0
129,https://www.goodreads.com/book/show/43193837-good-girls-lie?from_search=true&from_srp=true&qid=CoywdBsNmH&rank=1,3.85,14890.0
130,https://www.goodreads.com/book/show/52588702-the-summer-house?from_search=true&from_srp=true&qid=hnTfOIHMAl&rank=1,4.08,19569.0
131,https://www.goodreads.com/book/show/1125294.Hunter_s_Way?from_search=true&from_srp=true&qid=uT8fiRKezn&rank=1,4.21,3514.0
132,https://www.goodreads.com/book/show/35086210-a-gambler-s-jury?from_search=true&from_srp=true&qid=mRTZRohMdM&rank=1,4.36,5929.0
133,https://www.goodreads.com/book/show/6538757-rock-chick?from_search=true&from_srp=true&qid=M0bR4lAOtX&rank=1,4.17,54885.0
134,https://www.goodreads.com/book/show/8697191-you-belong-to-me?from_search=true&from_srp=true&qid=hNBGRw2zm3&rank=1,4.17,8410.0
135,https://www.goodreads.com/book/show/22844518-amid-the-shadows?from_search=true&from_srp=true&qid=uIiLjIyOqq&rank=1,3.93,5131.0
136,https://www.goodreads.com/book/show/46158562-the-deep?from_search=true&from_srp=true&qid=k0aAAi0eyl&rank=1,3.37,5738.0
137,https://www.goodreads.com/book/show/36296239-island-of-the-mad?from_search=true&from_srp=true&qid=FyERyYfpxo&rank=1,4.05,5427.0
138,https://www.goodreads.com/book/show/53916166-blink-of-an-eye?from_search=true&from_srp=true&qid=lamZkbdmp4&rank=1,4.15,2067.0
139,https://www.goodreads.com/book/show/31697706-cold-harbor?from_search=true&from_srp=true&qid=kRghGNvDGj&rank=1,4.16,6355.0
140,https://www.goodreads.com/book/show/45141896-the-bodies-in-the-library?from_search=true&from_srp=true&qid=85SJ5afz7c&rank=1,3.66,1409.0
141,https://www.goodreads.com/book/show/129561.A_Test_of_Wills?from_search=true&from_srp=true&qid=2d56gCYnDL&rank=1,3.88,15517.0
142,https://www.goodreads.com/book/show/45422551-the-last-to-see-her?from_search=true&from_srp=true&qid=DIe0Ow6yvC&rank=1,3.46,1469.0
143,https://www.goodreads.com/book/show/43986727-first-cut?from_search=true&from_srp=true&qid=j0rD17CTAu&rank=1,3.81,1180.0
144,https://www.goodreads.com/book/show/32446949-the-punch-escrow?from_search=true&from_srp=true&qid=41dxBixH69&rank=1,3.61,5118.0
145,https://www.goodreads.com/book/show/54236137-a-crooked-tree?from_search=true&from_srp=true&qid=I6YaLJeEDn&rank=1,3.81,2736.0
146,https://www.goodreads.com/book/show/50358134-none-shall-sleep?from_search=true&from_srp=true&qid=BlgMJWJtHO&rank=1,4.01,2850.0
147,https://www.goodreads.com/book/show/43599925-the-kill-club?from_search=true&from_srp=true&qid=v0sokcXtMi&rank=1,3.98,1161.0
148,https://www.goodreads.com/book/show/44525771-a-madness-of-sunshine?from_search=true&from_srp=true&qid=fRZ9cjslPJ&rank=1,3.86,6353.0
149,https://www.goodreads.com/book/show/40917716-the-glass-woman?from_search=true&from_srp=true&qid=dAScbaX97m&rank=1,3.73,4577.0
150,https://www.goodreads.com/book/show/39918548-salvation-day?from_search=true&from_srp=true&qid=cHgQ5kjyIc&rank=1,3.75,1251.0
151,https://www.goodreads.com/book/show/54304103-do-no-harm?from_search=true&from_srp=true&qid=a9XJ4sv1Da&rank=1,3.63,3284.0
152,https://www.goodreads.com/book/show/43913930-the-prized-girl?from_search=true&from_srp=true&qid=hEpbSIkBYm&rank=1,3.68,2124.0
153,https://www.goodreads.com/book/show/71845.Bad_Monkeys?from_search=true&from_srp=true&qid=e0XQrSSgfS&rank=1,3.62,9571.0
154,https://www.goodreads.com/book/show/39973248-the-favorite-daughter?from_search=true&from_srp=true&qid=KYqxU1d24C&rank=1,3.51,6955.0
155,https://www.goodreads.com/book/show/71864.The_Dead_of_Night?from_search=true&from_srp=true&qid=cP8wt1E9xg&rank=2,4.11,21534.0
156,https://www.goodreads.com/book/show/33630709-the-homecoming?from_search=true&from_srp=true&qid=zbxHrWs50i&rank=1,4.01,992.0
157,https://www.goodreads.com/book/show/50608676-black-leopard-red-wolf?from_search=true&from_srp=true&qid=Hhm8hUqnmH&rank=2,3.43,19427.0
158,https://www.goodreads.com/book/show/51068836-nordic-tales?from_search=true&from_srp=true&qid=iPpTtsO3ba&rank=1,4.0,750.0
159,https://www.goodreads.com/book/show/36524503-the-bone-houses?from_search=true&from_srp=true&qid=jT16do40l9&rank=1,4.02,12656.0
160,https://www.goodreads.com/book/show/42074525-the-city-we-became?from_search=true&from_srp=true&qid=hMOsNxAEbE&rank=1,3.95,38892.0
161,https://www.goodreads.com/book/show/9640626-my-life-as-a-white-trash-zombie?from_search=true&from_srp=true&qid=POozB96p4X&rank=1,3.94,12704.0
162,https://www.goodreads.com/book/show/7302794-bearers-of-the-black-staff?from_search=true&from_srp=true&qid=HFvzGtPgmu&rank=1,4.05,9847.0
163,https://www.goodreads.com/book/show/43521682-the-bone-ships?from_search=true&from_srp=true&qid=k9goaRMZnL&rank=1,4.12,3018.0
164,https://www.goodreads.com/book/show/13810.Magician?from_search=true&from_srp=true&qid=h57zuHHdma&rank=4,4.21,71476.0
165,https://www.goodreads.com/book/show/302625.Nemesis?from_search=true&from_srp=true&qid=ZyBnksxo4Q&rank=1,3.8,16786.0
166,https://www.goodreads.com/book/show/42117981-pan-s-labyrinth?from_search=true&from_srp=true&qid=3Q8TB28mQt&rank=1,4.29,11031.0
167,https://www.goodreads.com/book/show/18884.Polgara_the_Sorceress?from_search=true&from_srp=true&qid=GPceZEdghB&rank=1,4.1,27868.0
168,https://www.goodreads.com/book/show/5797595-thirteenth-child?from_search=true&from_srp=true&qid=c0JLGw9QNa&rank=1,3.82,11213.0
169,https://www.goodreads.com/book/show/218453.The_Gripping_Hand?from_search=true&from_srp=true&qid=y8NOxCylgj&rank=1,3.82,11022.0
170,https://www.goodreads.com/book/show/89184.Absolution_Gap?from_search=true&from_srp=true&qid=z6LYO8AfLI&rank=1,4.01,20676.0
171,https://www.goodreads.com/book/show/23281944-day-shift?from_search=true&from_srp=true&qid=RojDd3Wpcm&rank=1,3.99,19875.0
172,https://www.goodreads.com/book/show/41211815-aftershocks?from_search=true&from_srp=true&qid=zlTLN2ZJ63&rank=1,4.1,6402.0
173,https://www.goodreads.com/book/show/4071860-ecstasy?from_search=true&from_srp=true&qid=XtV5YgYZVj&rank=1,3.99,8111.0
174,https://www.goodreads.com/book/show/13545075-unwholly?from_search=true&from_srp=true&qid=g4Zz7ozdS2&rank=1,4.25,51171.0
175,https://www.goodreads.com/book/show/11698192-thinblade?from_search=true&from_srp=true&qid=tcZO9swRxy&rank=1,3.94,6407.0
176,https://www.goodreads.com/book/show/66683.The_Thousand_Orcs?from_search=true&from_srp=true&qid=7no9Ck1lam&rank=1,4.11,18894.0
177,https://www.goodreads.com/book/show/43506916-a-cosmology-of-monsters?from_search=true&from_srp=true&qid=7KDSRX32C3&rank=1,3.8,6022.0
178,https://www.goodreads.com/book/show/38362809-rosewater?from_search=true&from_srp=true&qid=l6EzWFVKMM&rank=1,3.78,10475.0
179,https://www.goodreads.com/book/show/49649443-things-in-jars?from_search=true&from_srp=true&qid=RfBDiYKuF0&rank=1,3.72,16090.0
180,https://www.goodreads.com/book/show/7828882-crave?from_search=true&from_srp=true&qid=awcKqmnNgO&rank=1,4.06,30753.0
181,https://www.goodreads.com/book/show/36457735-wild-hunger?from_search=true&from_srp=true&qid=e3wYznG8f9&rank=1,4.1,4587.0
182,https://www.goodreads.com/book/show/51115113-small-magic?from_search=true&from_srp=true&qid=UvKo5LqiIs&rank=1,4.23,261.0
183,https://www.goodreads.com/book/show/53341666-a-dark-and-hollow-star?from_search=true&from_srp=true&qid=2287xgI5Yr&rank=1,3.85,3228.0
184,https://www.goodreads.com/book/show/9553.Shadow_Game?from_search=true&from_srp=true&qid=0i2iXJNNPM&rank=1,4.06,21605.0
185,https://www.goodreads.com/book/show/18160491-soldiers-of-fortune?from_search=true&from_srp=true&qid=s1RdwtwH99&rank=1,4.22,3513.0
186,https://www.goodreads.com/book/show/15981536-the-essential-novels?from_search=true&from_srp=true&qid=ieodBpPzjR&rank=14,4.76,17.0
187,https://www.goodreads.com/book/show/54735156-the-absolute-book?from_search=true&from_srp=true&qid=CCryZZuGr8&rank=1,3.39,2163.0
191,https://www.goodreads.com/book/show/41716865-an-orc-on-the-wild-side?from_search=true&from_srp=true&qid=PbcXgUl171&rank=1,3.67,601.0
192,https://www.goodreads.com/book/show/27206615-the-forgetting-moon?from_search=true&from_srp=true&qid=hfSg7Wg9x5&rank=1,3.91,950.0
193,https://www.goodreads.com/book/show/58871904-forward?from_search=true&from_srp=true&qid=EN3WqOo4U6&rank=2,4.09,13222.0
194,https://www.goodreads.com/book/show/61904.Paladin_of_Souls?from_search=true&from_srp=true&qid=0hNtd1iLE5&rank=1,4.17,22530.0
195,https://www.goodreads.com/book/show/13543039-clean?from_search=true&from_srp=true&qid=mv7d1tNRlQ&rank=1,3.74,3331.0
198,https://www.goodreads.com/book/show/36584870-the-rule-of-one?from_search=true&from_srp=true&qid=1iPLpDwdMO&rank=1,3.76,11181.0
200,https://www.goodreads.com/book/show/8140731-bloodshot?from_search=true&from_srp=true&qid=oTysxQT0VK&rank=1,3.61,3339.0
201,https://www.goodreads.com/book/show/762053.Key_of_Light?from_search=true&from_srp=true&qid=J5z1jMPYlH&rank=1,4.17,57774.0
