Book ID,Goodreads Link,Goodreads Rating,Number of Ratings
202,https://www.goodreads.com/book/show/55978035-operation-k-9-brothers?from_search=true&from_srp=true&qid=62s6ijWQtO&rank=1,4.44,465.0
203,https://www.goodreads.com/book/show/25564665-the-mistake?from_search=true&from_srp=true&qid=IKBd3geGxY&rank=1,4.1,115549.0
204,https://www.goodreads.com/book/show/27274410-where-the-wild-things-bite?from_search=true&from_srp=true&qid=43mvM6DBiX&rank=1,4.01,3416.0
205,https://www.goodreads.com/book/show/43534455-to-all-the-boys-i-ve-loved-before-trilogy-box-set-jenny-han-complete-col?from_search=true&from_srp=true&qid=q7WYoogv93&rank=1,4.41,2400.0
207,https://www.goodreads.com/book/show/13497180-games-of-the-heart?from_search=true&from_srp=true&qid=KNwnrLIeHH&rank=1,4.4,20785.0
208,https://www.goodreads.com/book/show/28639249-royal?from_search=true&from_srp=true&qid=MdlA5ch6Lz&rank=1,3.8,10428.0
209,https://www.goodreads.com/book/show/25824668-ryker?from_search=true&from_srp=true&qid=15k5bm7EhW&rank=1,4.0,6953.0
210,https://www.goodreads.com/book/show/10378106-never-love-a-highlander?from_search=true&from_srp=true&qid=yzCfAjTFSo&rank=1,4.22,24531.0
211,https://www.goodreads.com/book/show/110386.To_Sir_Phillip_With_Love?from_search=true&from_srp=true&qid=9ZJli7tcrL&rank=1,3.83,82850.0
212,https://www.goodreads.com/book/show/54326395-the-dating-plan?from_search=true&from_srp=true&qid=SnkZU83OpJ&rank=1,3.7,19668.0
213,https://www.goodreads.com/book/show/44220698-leave-me-breathless?from_search=true&from_srp=true&qid=8l0WcBwNnL&rank=1,4.2,3557.0
214,https://www.goodreads.com/book/show/37808209-found?from_search=true&from_srp=true&qid=SViGeq7C9X&rank=1,4.34,2972.0
215,https://www.goodreads.com/book/show/49203369-tools-of-engagement?from_search=true&from_srp=true&qid=mYRGv8c9QH&rank=1,3.74,12590.0
216,https://www.goodreads.com/book/show/39216157-when-a-rogue-meets-his-match?from_search=true&from_srp=true&qid=QYtUT4dPCW&rank=1,3.75,1427.0
217,https://www.goodreads.com/book/show/20835344-highland-fire?from_search=true&from_srp=true&qid=LIlX2UcwVt&rank=1,4.11,3147.0
218,https://www.goodreads.com/book/show/27387202-doing-it-over?from_search=true&from_srp=true&qid=MsR6KKICWu&rank=1,4.12,15845.0
219,https://www.goodreads.com/book/show/34945008-dr-ob?from_search=true&from_srp=true&qid=MlMoX3zVy7&rank=1,4.03,7261.0
220,https://www.goodreads.com/book/show/15954546-not-quite-dating?from_search=true&from_srp=true&qid=cOoIp8dFz7&rank=1,3.92,23611.0
221,https://www.goodreads.com/book/show/36462258-spin?from_search=true&from_srp=true&qid=x9s7qvN9a1&rank=1,3.86,8995.0
222,https://www.goodreads.com/book/show/48847096-in-the-unlikely-event?from_search=true&from_srp=true&qid=P6ZYNGJg0N&rank=1,3.8,28936.0
223,https://www.goodreads.com/book/show/51203849-all-i-ask?from_search=true&from_srp=true&qid=VSIYwLixD6&rank=1,4.0,3379.0
224,https://www.goodreads.com/book/show/30164950-driven?from_search=true&from_srp=true&qid=5DEZUyZWu1&rank=3,4.28,57133.0
225,https://www.goodreads.com/book/show/54238295-a-pho-love-story?from_search=true&from_srp=true&qid=Mb0TmnJQ7D&rank=1,3.76,6835.0
226,https://www.goodreads.com/book/show/25530076-anything-for-you?from_search=true&from_srp=true&qid=ls4eNXUAWA&rank=1,4.04,8070.0
228,https://www.goodreads.com/book/show/36325400-defiant-queen?from_search=true&from_srp=true&qid=0iw4lLPxYi&rank=1,4.31,20980.0
229,https://www.goodreads.com/book/show/44596261-kingdom-of-souls?from_search=true&from_srp=true&qid=bz1kY9o1pW&rank=1,3.75,4052.0
231,https://www.goodreads.com/book/show/41757728-no-tomorrow?from_search=true&from_srp=true&qid=cfoiPrHSfX&rank=1,4.29,8650.0
232,https://www.goodreads.com/book/show/35680081-the-secret-pond?from_search=true&from_srp=true&qid=zOTnjUmCLO&rank=1,4.26,907.0
233,https://www.goodreads.com/book/show/37765959-casting-lacey?from_search=true&from_srp=true&qid=mhD86ob9q4&rank=1,4.24,2452.0
234,https://www.goodreads.com/book/show/15954544-where-the-wind-blows?from_search=true&from_srp=true&qid=GTNsBXMDcW&rank=1,4.07,5348.0
235,https://www.goodreads.com/book/show/9758743-when-you-dare?from_search=true&from_srp=true&qid=QVYGNTnVDm&rank=1,4.17,13599.0
236,https://www.goodreads.com/book/show/420737.Son_of_the_Morning?from_search=true&from_srp=true&qid=jysVS1hFV2&rank=1,3.97,7369.0
237,https://www.goodreads.com/book/show/17346553-the-unwanted-wife?from_search=true&from_srp=true&qid=z2N4gGamaC&rank=1,3.94,30419.0
238,https://www.goodreads.com/book/show/43701060-wild-rain?from_search=true&from_srp=true&qid=WU0Po4tSJn&rank=1,4.25,1238.0
239,https://www.goodreads.com/book/show/7203690-chasing-perfect?from_search=true&from_srp=true&qid=g2ChOzK56P&rank=2,3.9,22399.0
240,https://www.goodreads.com/book/show/23274098-only-a-promise?from_search=true&from_srp=true&qid=NVgRJ00M8T&rank=1,3.97,5934.0
241,https://www.goodreads.com/book/show/159767.Extreme_Exposure?from_search=true&from_srp=true&qid=5e66UNtt4h&rank=1,3.92,14086.0
242,https://www.goodreads.com/book/show/40190305-like-a-love-story?from_search=true&from_srp=true&qid=38iOtO2xab&rank=1,4.3,9669.0
243,https://www.goodreads.com/book/show/35247769-always-and-forever-lara-jean?from_search=true&from_srp=true&qid=h8Aqw1WIYR&rank=1,4.07,184328.0
244,https://www.goodreads.com/book/show/31931941-eliza-and-her-monsters?from_search=true&from_srp=true&qid=nvYR37LaQ5&rank=1,4.16,57570.0
245,https://www.goodreads.com/book/show/23559994-loveboat-taipei?from_search=true&from_srp=true&qid=HMuSwRMirj&rank=1,3.76,11031.0
246,https://www.goodreads.com/book/show/45306326-stay-gold?from_search=true&from_srp=true&qid=2x7sS9ENxe&rank=1,3.88,4148.0
248,https://www.goodreads.com/book/show/25810606-the-atomic-weight-of-love?from_search=true&from_srp=true&qid=ukMm4bzqwr&rank=1,3.92,7220.0
249,https://www.goodreads.com/book/show/36041506-unraveled?from_search=true&from_srp=true&qid=7Wx7EggkRA&rank=1,4.47,6516.0
250,https://www.goodreads.com/book/show/52063378-super-host?from_search=true&from_srp=true&qid=TMIvg1PHTE&rank=1,3.4,2022.0
251,https://www.goodreads.com/book/show/53402132-liftoff?from_search=true&from_srp=true&qid=WX2LOafMvD&rank=1,4.54,2175.0
252,https://www.goodreads.com/book/show/52942957-eat-pray-fml?from_search=true&from_srp=true&qid=BCQlzVbP7Y&rank=3,3.76,2871.0
254,https://www.goodreads.com/book/show/106610.Amazing_Grace?from_search=true&from_srp=true&qid=VxSFdl2KzE&rank=1,4.02,9127.0
255,https://www.goodreads.com/book/show/53358819-the-dynasty?from_search=true&from_srp=true&qid=mUXcK5Bamu&rank=1,4.46,1547.0
256,https://www.goodreads.com/book/show/43495368-building-a-life-worth-living?from_search=true&from_srp=true&qid=nHJfXrRDhs&rank=1,4.09,1563.0
257,https://www.goodreads.com/book/show/266346.Every_Breath_You_Take?from_search=true&from_srp=true&qid=Uao8qRegY2&rank=1,4.03,6942.0
258,https://www.goodreads.com/book/show/17286694-coreyography?from_search=true&from_srp=true&qid=lN5fwXxl5g&rank=1,3.78,6431.0
259,https://www.goodreads.com/book/show/17570753-dirty-rocker-boys?from_search=true&from_srp=true&qid=cpIANvdwHD&rank=1,3.76,3047.0
260,https://www.goodreads.com/book/show/42117326-demonic-foes?from_search=true&from_srp=true&qid=Lzsh2JDw4f&rank=1,3.79,233.0
263,https://www.goodreads.com/book/show/51927994-this-is-what-america-looks-like?from_search=true&from_srp=true&qid=ypjNTvkkh0&rank=1,4.26,1933.0
264,https://www.goodreads.com/book/show/56563411-black-white-and-the-grey?from_search=true&from_srp=true&qid=Xww6eJyaCM&rank=1,4.1,402.0
265,https://www.goodreads.com/book/show/44064563-when-life-gives-you-pears?from_search=true&from_srp=true&qid=iA3H13LAKc&rank=1,4.19,5032.0
266,https://www.goodreads.com/book/show/43386063-kindness-and-wonder?from_search=true&from_srp=true&qid=bVNsiUFJMx&rank=1,4.18,1818.0
267,https://www.goodreads.com/book/show/45320545-disney-s-land?from_search=true&from_srp=true&qid=SnrQXuAmSq&rank=1,3.98,1574.0
268,https://www.goodreads.com/book/show/40696937-yogi?from_search=true&from_srp=true&qid=T8gc36dDQr&rank=1,4.5,449.0
270,https://www.goodreads.com/book/show/3425474-no-angel?from_search=true&from_srp=true&qid=48K5kPKU1z&rank=1,3.81,5474.0
271,https://www.goodreads.com/book/show/43838523-all-blood-runs-red?from_search=true&from_srp=true&qid=gqHqwHhtVs&rank=1,4.19,722.0
272,https://www.goodreads.com/book/show/46033572-imperfect-union?from_search=true&from_srp=true&qid=6LWf6gj5og&rank=1,3.87,1025.0
273,https://www.goodreads.com/book/show/43211952-haben?from_search=true&from_srp=true&qid=N88XMQfJy3&rank=1,4.21,2588.0
274,https://www.goodreads.com/book/show/41880041-running-to-the-edge?from_search=true&from_srp=true&qid=pUFxi4sUqK&rank=1,4.18,1000.0
275,https://www.goodreads.com/book/show/40410342-becoming-dr-seuss?from_search=true&from_srp=true&qid=vki7Exnep8&rank=1,4.18,1121.0
276,https://www.goodreads.com/book/show/43626635-the-movie-musical?from_search=true&from_srp=true&qid=9iZLUI1hW6&rank=1,3.9,218.0
277,https://www.goodreads.com/book/show/50353733-made-men?from_search=true&from_srp=true&qid=FOoEeLIQQE&rank=1,3.72,527.0
278,https://www.goodreads.com/book/show/7845156-put-on-your-crown?from_search=true&from_srp=true&qid=KoCsyFOkOE&rank=1,3.85,655.0
279,https://www.goodreads.com/book/show/48995022-god-level-knowledge-darts?from_search=true&from_srp=true&qid=eYqOmIIAaK&rank=1,4.08,1587.0
280,https://www.goodreads.com/book/show/52167161-sitting-pretty?from_search=true&from_srp=true&qid=CRdJlDDqSh&rank=1,4.57,2465.0
282,https://www.goodreads.com/book/show/44149851-the-life-and-afterlife-of-harry-houdini?from_search=true&from_srp=true&qid=VmskOEoSo3&rank=1,3.82,754.0
283,https://www.goodreads.com/book/show/42398630-run-to-the-sound-of-the-guns?from_search=true&from_srp=true&qid=6m2meO31n7&rank=1,3.8,157.0
285,https://www.goodreads.com/book/show/55898097-every-day-is-a-gift?from_search=true&from_srp=true&qid=CW8DgjJnAz&rank=1,4.64,1268.0
288,https://www.goodreads.com/book/show/44908180-medallion-status?from_search=true&from_srp=true&qid=ugkUh0oUzF&rank=1,4.16,4261.0
289,https://www.goodreads.com/book/show/5083959-catching-the-wolf-of-wall-street?from_search=true&from_srp=true&qid=iZdhfBwvzJ&rank=1,3.89,3882.0
290,https://www.goodreads.com/book/show/54112488-this-one-wild-and-precious-life?from_search=true&from_srp=true&qid=5e1so8snSg&rank=1,3.91,1801.0
292,https://www.goodreads.com/book/show/48616859-the-other-side-of-the-coin?from_search=true&from_srp=true&qid=la0UAU2Byh&rank=2,3.73,2661.0
293,https://www.goodreads.com/book/show/87632.Ultramarathon_Man?from_search=true&from_srp=true&qid=dBRxuMcOST&rank=1,3.99,17784.0
294,https://www.goodreads.com/book/show/51196840-barry-sonnenfeld-call-your-mother?from_search=true&from_srp=true&qid=FQHFgunjdG&rank=1,3.97,841.0
295,https://www.goodreads.com/book/show/52035052-notes-from-the-bathroom-line?from_search=true&from_srp=true&qid=2s5IGkOZ9o&rank=1,3.68,307.0
296,https://www.goodreads.com/book/show/42815538-i-like-to-watch?from_search=true&from_srp=true&qid=bgnSeqFyn2&rank=1,3.99,5158.0
297,https://www.goodreads.com/book/show/37868562-when-death-becomes-life?from_search=true&from_srp=true&qid=cPdQImMn1a&rank=1,4.22,2092.0
299,https://www.goodreads.com/book/show/20763926-agent-storm?from_search=true&from_srp=true&qid=HT15cH7n63&rank=1,3.99,1634.0
300,https://www.goodreads.com/book/show/43885039-the-last-stand-of-payne-stewart?from_search=true&from_srp=true&qid=J7BmNcqFuj&rank=1,4.25,188.0
301,https://www.goodreads.com/book/show/6462.His_Excellency?from_search=true&from_srp=true&qid=PzyiHwKdv6&rank=1,3.91,40457.0
302,https://www.goodreads.com/book/show/44287250-becoming-eve?from_search=true&from_srp=true&qid=mBdZLpKmVN&rank=1,4.09,1672.0
303,https://www.goodreads.com/book/show/43822076-good-husbandry?from_search=true&from_srp=true&qid=qUSTG0I7Gk&rank=1,4.25,1098.0
304,https://www.goodreads.com/book/show/45999776-gay-like-me?from_search=true&from_srp=true&qid=LPCo1ehhtq&rank=1,3.96,562.0
306,https://www.goodreads.com/book/show/55574506-the-good-girls?from_search=true&from_srp=true&qid=LpXOHFjqHF&rank=1,3.85,996.0
307,https://www.goodreads.com/book/show/42590641-hungry?from_search=true&from_srp=true&qid=Ev86G98Sl0&rank=1,3.64,1596.0
308,https://www.goodreads.com/book/show/28925620-strangers-tend-to-tell-me-things?from_search=true&from_srp=true&qid=fWk9RyAzfP&rank=1,3.8,1873.0
310,https://www.goodreads.com/book/show/51335206-little-miss-little-compton?from_search=true&from_srp=true&qid=51grKZCWVj&rank=1,4.14,333.0
311,https://www.goodreads.com/book/show/52019031-notes-from-an-apocalypse?from_search=true&from_srp=true&qid=jh4tfIrwMV&rank=1,3.75,1864.0
313,https://www.goodreads.com/book/show/51475373-raceless?from_search=true&from_srp=true&qid=5kWa41v0mN&rank=1,4.18,505.0
314,https://www.goodreads.com/book/show/51205617-tanking-to-the-top?from_search=true&from_srp=true&qid=oSegafFY66&rank=1,4.16,713.0
315,https://www.goodreads.com/book/show/51774149-fire-cannot-kill-a-dragon?from_search=true&from_srp=true&qid=VZ5UwpFkJJ&rank=1,4.07,891.0
316,https://www.goodreads.com/book/show/53487125-confident-women?from_search=true&from_srp=true&qid=9L90P282EI&rank=1,3.75,1341.0
317,https://www.goodreads.com/book/show/43821589-mobituaries?from_search=true&from_srp=true&qid=5FzEdwOA0m&rank=1,4.07,4889.0
318,https://www.goodreads.com/book/show/52668915-entangled-life?from_search=true&from_srp=true&qid=eYBRcu65Jp&rank=2,4.39,8239.0
319,https://www.goodreads.com/book/show/32998876-101-essays-that-will-change-the-way-you-think?from_search=true&from_srp=true&qid=X6QIak0Dmi&rank=1,3.94,3214.0
320,https://www.goodreads.com/book/show/9850339-the-storm-of-war?from_search=true&from_srp=true&qid=tLznc30biA&rank=1,4.16,3616.0
321,https://www.goodreads.com/book/show/19661852-fluent-forever?from_search=true&from_srp=true&qid=akiKxUXLFr&rank=1,4.08,9112.0
322,https://www.goodreads.com/book/show/50998056-the-ministry-for-the-future?from_search=true&from_srp=true&qid=ZCWJwckOVS&rank=1,3.9,7209.0
323,https://www.goodreads.com/book/show/224379.Gulag?from_search=true&from_srp=true&qid=pDbvf9DVzp&rank=1,4.25,9438.0
324,https://www.goodreads.com/book/show/44428950-that-will-never-work?from_search=true&from_srp=true&qid=zuwUABrRo5&rank=1,4.22,9205.0
325,https://www.goodreads.com/book/show/36130592-the-physics-of-god?from_search=true&from_srp=true&qid=aEX7e5jJY1&rank=1,4.18,282.0
327,https://www.goodreads.com/book/show/43834684-running-with-sherman?from_search=true&from_srp=true&qid=dOlLZ1Pzu6&rank=1,4.28,6506.0
328,https://www.goodreads.com/book/show/49358915-exercised?from_search=true&from_srp=true&qid=8FeyHHS0oX&rank=2,4.17,2530.0
329,https://www.goodreads.com/book/show/8536070-the-rise-and-fall-of-ancient-egypt?from_search=true&from_srp=true&qid=Pqb23RNCk7&rank=1,4.1,3433.0
331,https://www.goodreads.com/book/show/40385517-fake?from_search=true&from_srp=true&qid=V27hHg2QHS&rank=1,3.77,781.0
332,https://www.goodreads.com/book/show/52654711-a-knock-at-midnight?from_search=true&from_srp=true&qid=XgSUjLjoYV&rank=1,4.62,3150.0
334,https://www.goodreads.com/book/show/40718249-dark-alliance?from_search=true&from_srp=true&qid=KeWRtzzAAS&rank=1,4.27,1421.0
335,https://www.goodreads.com/book/show/54738186-the-world-of-critical-role?from_search=true&from_srp=true&qid=jalTK9qipD&rank=1,4.55,1045.0
336,https://www.goodreads.com/book/show/52623753-american-serial-killers?from_search=true&from_srp=true&qid=EgIn6dsI0f&rank=1,3.91,347.0
337,https://www.goodreads.com/book/show/83518.The_Singularity_is_Near?from_search=true&from_srp=true&qid=Ola7tSvEET&rank=1,3.93,10362.0
338,https://www.goodreads.com/book/show/2632830-the-pixar-touch?from_search=true&from_srp=true&qid=NK8K2uLlD6&rank=1,3.95,8964.0
339,https://www.goodreads.com/book/show/7168870-black-hearts?from_search=true&from_srp=true&qid=mKKBNOR85s&rank=1,4.28,2967.0
340,https://www.goodreads.com/book/show/36484703-prediction-machines?from_search=true&from_srp=true&qid=MwXoQSUIZc&rank=1,3.9,2480.0
343,https://www.goodreads.com/book/show/51216215-the-unidentified?from_search=true&from_srp=true&qid=i6KdFnKq9k&rank=1,3.67,875.0
344,https://www.goodreads.com/book/show/45038733-i-am-c-3po?from_search=true&from_srp=true&qid=xrWZp3kuLa&rank=1,3.89,2507.0
345,https://www.goodreads.com/book/show/4005310-why-evolution-is-true?from_search=true&from_srp=true&qid=ZjZMYGIR2Y&rank=1,4.18,22371.0
346,https://www.goodreads.com/book/show/665.The_Virtue_of_Selfishness?from_search=true&from_srp=true&qid=3w5cEuW39V&rank=3,3.52,13087.0
347,https://www.goodreads.com/book/show/17986421-the-new-new-thing?from_search=true&from_srp=true&qid=H529U5GVar&rank=1,3.75,8337.0
348,https://www.goodreads.com/book/show/54304160-wonderworks?from_search=true&from_srp=true&qid=bIaMSBsrPD&rank=1,4.03,204.0
349,https://www.goodreads.com/book/show/28696604-words-on-the-move?from_search=true&from_srp=true&qid=TedpFyX9bC&rank=1,4.15,1436.0
350,https://www.goodreads.com/book/show/7841672-for-the-love-of-physics?from_search=true&from_srp=true&qid=TJBSD9nDDP&rank=1,4.25,3255.0
351,https://www.goodreads.com/book/show/38748983-the-great-delusion?from_search=true&from_srp=true&qid=m1QSWG02oG&rank=1,4.03,347.0
352,https://www.goodreads.com/book/show/48822623-ingredients?from_search=true&from_srp=true&qid=kymup4yUq1&rank=1,3.73,742.0
353,https://www.goodreads.com/book/show/45557152-country-music?from_search=true&from_srp=true&qid=PlqlRkyy1i&rank=1,4.46,217.0
354,https://www.goodreads.com/book/show/49397448-betrayal-in-berlin?from_search=true&from_srp=true&qid=odddzNUpdj&rank=1,4.3,483.0
355,https://www.goodreads.com/book/show/52508868-who-ate-the-first-oyster?from_search=true&from_srp=true&qid=Y6Cod6D2OJ&rank=1,3.89,750.0
357,https://www.goodreads.com/book/show/44287149-the-great-pretender?from_search=true&from_srp=true&qid=2sEANiDYs9&rank=1,3.63,8860.0
358,https://www.goodreads.com/book/show/53086148-the-book-of-gutsy-women?from_search=true&from_srp=true&qid=puwEVY31ds&rank=1,4.14,3919.0
360,https://www.goodreads.com/book/show/546725.The_Song_of_the_Dodo?from_search=true&from_srp=true&qid=DMZMC3kr1Q&rank=2,4.27,7753.0
362,https://www.goodreads.com/book/show/51938590-the-book-of-eels?from_search=true&from_srp=true&qid=dmFq2awSOF&rank=1,3.94,8783.0
363,https://www.goodreads.com/book/show/45730911-a-game-of-birds-and-wolves?from_search=true&from_srp=true&qid=5L9jjExC9n&rank=1,3.83,1066.0
364,https://www.goodreads.com/book/show/43747492-the-ghosts-of-eden-park?from_search=true&from_srp=true&qid=ZBI5i36mQW&rank=1,3.71,4260.0
365,https://www.goodreads.com/book/show/41552367-eat-like-a-fish?from_search=true&from_srp=true&qid=SOf4wmUMop&rank=1,4.4,673.0
366,https://www.goodreads.com/book/show/44286534-you-look-like-a-thing-and-i-love-you?from_search=true&from_srp=true&qid=swy5qOMYiM&rank=1,4.19,2277.0
367,https://www.goodreads.com/book/show/23846387-isis?from_search=true&from_srp=true&qid=baAigTEseZ&rank=3,3.68,2450.0
368,https://www.goodreads.com/book/show/52768414-stranger-in-the-shogun-s-city?from_search=true&from_srp=true&qid=2mR4QJk4oc&rank=1,3.73,824.0
369,https://www.goodreads.com/book/show/49203415-we-have-been-harmonized?from_search=true&from_srp=true&qid=jLvnAFhC45&rank=1,4.23,1556.0
370,https://www.goodreads.com/book/show/44157727-great-goddesses?from_search=true&from_srp=true&qid=GHXHf5M4OP&rank=1,4.18,4471.0
371,https://www.goodreads.com/book/show/25238350-the-hunt-for-vulcan?from_search=true&from_srp=true&qid=78lcgX6pCq&rank=1,4.04,1759.0
372,https://www.goodreads.com/book/show/35167682-a-colony-in-a-nation?from_search=true&from_srp=true&qid=3ChkNGvdIQ&rank=1,4.2,5906.0
373,https://www.goodreads.com/book/show/30841952-the-inner-life-of-cats?from_search=true&from_srp=true&qid=95kvZhYg3U&rank=1,3.7,662.0
374,https://www.goodreads.com/book/show/41882632-the-ice-at-the-end-of-the-world?from_search=true&from_srp=true&qid=b8eTLJMsEh&rank=1,4.16,737.0
375,https://www.goodreads.com/book/show/49480882-bubble-in-the-sun?from_search=true&from_srp=true&qid=e46BbDBNoy&rank=1,3.99,595.0
376,https://www.goodreads.com/book/show/43811202-big-sister-little-sister-red-sister?from_search=true&from_srp=true&qid=HvGZGlFpqZ&rank=1,3.88,1987.0
377,https://www.goodreads.com/book/show/40641080-the-buried?from_search=true&from_srp=true&qid=iX1kBcUtIN&rank=1,4.35,1703.0
378,https://www.goodreads.com/book/show/48929864-win-at-all-costs?from_search=true&from_srp=true&qid=s6quSpuLA2&rank=1,4.21,481.0
379,https://www.goodreads.com/book/show/48812273-the-making-of-a-miracle?from_search=true&from_srp=true&qid=0YLpH98qNn&rank=1,4.37,489.0
380,https://www.goodreads.com/book/show/50751225-the-sirens-of-mars?from_search=true&from_srp=true&qid=qHIefXi56p&rank=1,3.95,790.0
381,https://www.goodreads.com/book/show/43492058-the-girls?from_search=true&from_srp=true&qid=Iv224c9pQS&rank=1,4.14,1188.0
382,https://www.goodreads.com/book/show/50347444-oceanology?from_search=true&from_srp=true&qid=IH0FzDiKLc&rank=1,4.35,34.0
383,https://www.goodreads.com/book/show/49610030-swing-kings?from_search=true&from_srp=true&qid=kGEDj2518M&rank=1,4.13,413.0
384,https://www.goodreads.com/book/show/44000371-how-to-think-like-a-fish?from_search=true&from_srp=true&qid=1bLRrocuMG&rank=1,4.13,184.0
385,https://www.goodreads.com/book/show/44525300-one-day?from_search=true&from_srp=true&qid=HFhXSvOuzj&rank=1,3.95,2475.0
386,https://www.goodreads.com/book/show/33517784-two-truths-and-a-lie?from_search=true&from_srp=true&qid=VRzrHI1tQW&rank=1,3.64,598.0
387,https://www.goodreads.com/book/show/6319.The_BFG?from_search=true&from_srp=true&qid=OAvvTYUtR8&rank=7,4.2,414659.0
388,https://www.goodreads.com/book/show/42101723-doctor-dolittle?from_search=true&from_srp=true&qid=68Tn67Vc7E&rank=1,4.13,118.0
389,https://www.goodreads.com/book/show/12505.The_Idiot?from_search=true&from_srp=true&qid=bRhGo0Nw1T&rank=1,4.18,146714.0
393,https://www.goodreads.com/book/show/22718727-book-scavenger?from_search=true&from_srp=true&qid=l4DFacOUVs&rank=1,4.17,12694.0
395,https://www.goodreads.com/book/show/50497265-the-fourth-suit?from_search=true&from_srp=true&qid=IoaRd5Qw2E&rank=1,4.31,887.0
396,https://www.goodreads.com/book/show/12505.The_Idiot?from_search=true&from_srp=true&qid=bRhGo0Nw1T&rank=1,4.18,146714.0
397,https://www.goodreads.com/book/show/12505.The_Idiot?from_search=true&from_srp=true&qid=bRhGo0Nw1T&rank=1,4.18,146714.0
398,https://www.goodreads.com/book/show/12505.The_Idiot?from_search=true&from_srp=true&qid=bRhGo0Nw1T&rank=1,4.18,146714.0
399,https://www.goodreads.com/book/show/10127008-self-compassion?from_search=true&from_srp=true&qid=4glTSL7ReL&rank=2,4.11,13920.0
400,https://www.goodreads.com/book/show/15794260-the-wealth-choice?from_search=true&from_srp=true&qid=RoDNGZJq5U&rank=1,4.37,355.0
401,https://www.goodreads.com/book/show/28504553-food-freedom-forever?from_search=true&from_srp=true&qid=vmSWhnjudW&rank=1,3.87,3870.0
402,https://www.goodreads.com/book/show/52623750-wintering?from_search=true&from_srp=true&qid=yeSQG4DLfQ&rank=1,3.9,14659.0
403,https://www.goodreads.com/book/show/12609.The_Spirit_Catches_You_and_You_Fall_Down?from_search=true&from_srp=true&qid=9SkuBaqbaY&rank=3,4.16,75467.0
404,https://www.goodreads.com/book/show/39295912-blowing-the-bloody-doors-off?from_search=true&from_srp=true&qid=0iXNRN19bQ&rank=1,3.87,2669.0
405,https://www.goodreads.com/book/show/40538823-the-rational-bible?from_search=true&from_srp=true&qid=4eVaYleT0W&rank=1,4.64,495.0
406,https://www.goodreads.com/book/show/378144.How_to_Break_Your_Addiction_to_a_Person?from_search=true&from_srp=true&qid=cZ0IHS5hXj&rank=1,3.93,426.0
407,https://www.goodreads.com/book/show/40603783-the-defining-decade?from_search=true&from_srp=true&qid=9sYz5jp0mv&rank=1,4.11,43442.0
410,https://www.goodreads.com/book/show/80318.Speak_Like_Churchill_Stand_Like_Lincoln?from_search=true&from_srp=true&qid=MH4qn0qOMO&rank=1,3.9,1471.0
412,https://www.goodreads.com/book/show/2423424.The_Art_of_Strategy?from_search=true&from_srp=true&qid=HpeMVEZuEz&rank=1,3.83,3258.0
413,https://www.goodreads.com/book/show/45032310-how-we-show-up?from_search=true&from_srp=true&qid=DqFuY4mRmW&rank=1,4.33,831.0
414,https://www.goodreads.com/book/show/18775392-never-go-back?from_search=true&from_srp=true&qid=KHQbsQ3j5Z&rank=1,4.24,668.0
415,https://www.goodreads.com/book/show/11225698-the-5-levels-of-leadership?from_search=true&from_srp=true&qid=BpgpKfXwqP&rank=1,4.29,4879.0
417,https://www.goodreads.com/book/show/31054.For_the_Love_of_a_Dog?from_search=true&from_srp=true&qid=OIRG0O1gcs&rank=1,4.34,2731.0
418,https://www.goodreads.com/book/show/39703605-the-urban-monk-inner-stillness-training-program?from_search=true&from_srp=true&qid=qDHqugIkS1&rank=2,4.5,2.0
419,https://www.goodreads.com/book/show/54109219-remote-work-revolution?from_search=true&from_srp=true&qid=e1eBheST87&rank=1,3.51,154.0
420,https://www.goodreads.com/book/show/35297359-how-to-get-sh-t-done?from_search=true&from_srp=true&qid=4NPPvxrniz&rank=1,3.4,895.0
421,https://www.goodreads.com/book/show/13590581-the-great-cholesterol-myth?from_search=true&from_srp=true&qid=iI5KP2qcxR&rank=1,4.28,1605.0
422,https://www.goodreads.com/book/show/39873373-speak-with-impact?from_search=true&from_srp=true&qid=Bty9Vyn2ln&rank=1,4.15,100.0
423,https://www.goodreads.com/book/show/45031890-stop-missing-your-life?from_search=true&from_srp=true&qid=5bUzxaxB59&rank=1,4.3,434.0
424,https://www.goodreads.com/book/show/34964841-unf-ckology?from_search=true&from_srp=true&qid=dE7eNpU4kx&rank=1,3.53,318.0
426,https://www.goodreads.com/book/show/53021563-the-book-of-moods?from_search=true&from_srp=true&qid=ynlUVr7mxu&rank=1,3.85,1640.0
427,https://www.goodreads.com/book/show/95656.The_Ten_Faces_of_Innovation?from_search=true&from_srp=true&qid=S00NXu44Cc&rank=1,3.99,4431.0
429,https://www.goodreads.com/book/show/55271518-your-fully-charged-life?from_search=true&from_srp=true&qid=mI5jyhoDOq&rank=1,3.88,197.0
430,https://www.goodreads.com/book/show/44780556-the-joy-of-movement?from_search=true&from_srp=true&qid=Bn1DAn9Csv&rank=1,3.92,1489.0
431,https://www.goodreads.com/book/show/24615920-level-up-your-life?from_search=true&from_srp=true&qid=eOo7DVirYX&rank=1,4.07,2247.0
434,https://www.goodreads.com/book/show/52580350-the-rumi-prescription?from_search=true&from_srp=true&qid=V3O0hIBD7t&rank=1,4.33,247.0
