Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
The Wizards of Once,,Cressida Cowell,https://www.audible.com/pd/The-Wizards-of-Once-Audiobook/B0751YJXR1?ref=a_ep_vital-_c10_lProduct_1_37&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51u8p1R7S-L._SL500_.jpg,"Sci-Fi & Fantasy,  Kids & Teens, $5 Titles",https://www.goodreads.com/book/show/34455798-the-wizards-of-once?from_search=true&from_srp=true&qid=f65FSlVvI8&rank=1,https://www.amazon.com/The-Wizards-of-Once-David-Tennant-audiobook/dp/B0751PNLB1/ref=sr_1_1?dchild=1&keywords=The+Wizards+of+Once+Cressida+Cowell&qid=1633878605&s=audible&sr=1-1&tag=listenerslist-20,3.9,8495,,,,,,,,
The Paths Between Worlds,,Paul Antony Jones,https://www.audible.com/pd/The-Paths-Between-Worlds-Audiobook/B07MXN84QC?ref=a_ep_vital-_c10_lProduct_1_38&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51wvsDm-X0L._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/44349262-the-paths-between-worlds?from_search=true&from_srp=true&qid=UfiTCWBJSq&rank=1,https://www.amazon.com/The-Paths-Between-Worlds-audiobook/dp/B07MXMB75X/ref=sr_1_1?dchild=1&keywords=The+Paths+Between+Worlds+Paul+Antony+Jones&qid=1633878607&s=audible&sr=1-1&tag=listenerslist-20,4.03,1825,,,,,,,,
Ember Falls,"The Green Ember Series, Book 2",S. D. Smith,https://www.audible.com/pd/Ember-Falls-Audiobook/B01LY6S5O3?ref=a_ep_vital-_c10_lProduct_1_39&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51DYazEithL._SL500_.jpg,"Sci-Fi & Fantasy,  Kids & Teens, $5 Titles",https://www.goodreads.com/book/show/31327371-ember-falls?from_search=true&from_srp=true&qid=9JCe2kKnya&rank=1,https://www.amazon.com/Ember-Falls-S-D-Smith-audiobook/dp/B01LZTGD9V/ref=sr_1_1?dchild=1&keywords=Ember+Falls+S.+D.+Smith&qid=1633878609&s=audible&sr=1-1&tag=listenerslist-20,4.48,4394,,,,,,,,
Occultist: Saga Online #1,A LitRPG series,Oliver Mayes,https://www.audible.com/pd/Occultist-Saga-Online-1-Audiobook/B07NDCNNP8?ref=a_ep_vital-_c10_lProduct_1_40&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51-ea-KLrjL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/43726809-occultist?from_search=true&from_srp=true&qid=PKrqpgFzYB&rank=1,https://www.amazon.com/Occultist-Saga-Online-1-audiobook/dp/B07NDDB8VV/ref=sr_1_3?dchild=1&keywords=Occultist%3A+Saga+Online&qid=1633878611&sr=8-3&tag=listenerslist-20,4.32,1860,,,,,,,,
Into the Storm,Book One of The Malcontents,Larry Correia,https://www.audible.com/pd/Into-the-Storm-Audiobook/B00HS1WT4Y?ref=a_ep_vital-_c10_lProduct_1_41&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/61Vf9ILtLVL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/19182072-into-the-storm?from_search=true&from_srp=true&qid=gIB1idqLWc&rank=1,https://www.amazon.com/Into-Storm-Larry-Correia-audiobook/dp/B00HS1DMOU/ref=sr_1_1?dchild=1&keywords=Into+the+Storm+Larry+Correia&qid=1633878614&s=audible&sr=1-1&tag=listenerslist-20,4.1,1399,,,,,,,,
Relentless,,Karen Lynch,https://www.audible.com/pd/Relentless-Audiobook/B018XXUPF0?ref=a_ep_vital-_c10_lProduct_1_42&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51eGpRm-w7L._SL500_.jpg,"Sci-Fi & Fantasy,  Kids & Teens, $5 Titles",https://www.goodreads.com/book/show/20427449-relentless?from_search=true&from_srp=true&qid=s9Cjep5RR0&rank=1,https://www.amazon.com/Relentless-Karen-Lynch-audiobook/dp/B018XXUHEY/ref=sr_1_1?dchild=1&keywords=Relentless+Karen+Lynch&qid=1633878617&s=audible&sr=1-1&tag=listenerslist-20,4.3,22579,,,,,,,,
Nightwise,,R. S. Belcher,https://www.audible.com/pd/Nightwise-Audiobook/B0118JFZVU?ref=a_ep_vital-_c10_lProduct_1_43&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51KkCLn7n1L._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/23168805-nightwise?from_search=true&from_srp=true&qid=Q5UOyEODJX&rank=1,https://www.amazon.com/Nightwise-R-S-Belcher-audiobook/dp/B011878ELA/ref=sr_1_1?dchild=1&keywords=Nightwise+R.+S.+Belcher&qid=1633878619&s=audible&sr=1-1&tag=listenerslist-20,3.72,1265,,,,,,,,
Canticle,Forgotten Realms The Cleric Quintet Book 1,R. A. Salvatore,https://www.audible.com/pd/Canticle-Audiobook/B00CX72QZK?ref=a_ep_vital-_c10_lProduct_1_44&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51gTxXlESAL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/291551.Canticle?from_search=true&from_srp=true&qid=bGBQJ0vDdV&rank=1,https://www.amazon.com/Canticle-R-A-Salvatore-audiobook/dp/B00E3WW6D0/ref=sr_1_1?dchild=1&keywords=Canticle+R.+A.+Salvatore&qid=1633878622&s=audible&sr=1-1&tag=listenerslist-20,4.02,9810,,,,,,,,
John Carter in 'A Princess of Mars',"Barsoom Series, Book 1",Edgar Rice Burroughs,https://www.audible.com/pd/John-Carter-in-A-Princess-of-Mars-Audiobook/B0079M463Y?ref=a_ep_vital-_c10_lProduct_1_45&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51KyrM4XjdL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/19196812-john-carter-in-a-princess-of-mars?from_search=true&from_srp=true&qid=1m2g5EpfwX&rank=1,https://www.amazon.com/John-Carter-Princess-Mars-Barsoom/dp/B007A3YCA4/ref=sr_1_1?dchild=1&keywords=John+Carter+in+-A+Princess+of+Mars-+Edgar+Rice+Burroughs&qid=1633878625&s=audible&sr=1-1&tag=listenerslist-20,3.82,54593,,,,,,,,
Angels' Blood,"Guild Hunter, Book 1",Nalini Singh,https://www.audible.com/pd/Angels-Blood-Audiobook/B003L1L9PK?ref=a_ep_vital-_c10_lProduct_1_46&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51eDtOFyMPL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/3819326-angels-blood?from_search=true&from_srp=true&qid=CwD1uZzali&rank=1,https://www.amazon.com/Angels-Blood-Nalini-Singh-audiobook/dp/B003L8L56G/ref=sr_1_1?dchild=1&keywords=Angels-+Blood+Nalini+Singh&qid=1633878627&s=audible&sr=1-1&tag=listenerslist-20,4.07,86557,,,,,,,,
Dragonsdawn,Dragonriders of Pern,Anne McCaffrey,https://www.audible.com/pd/Dragonsdawn-Audiobook/B002V0JVMA?ref=a_ep_vital-_c10_lProduct_1_47&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/51K-lfnMz3L._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/465904.Dragonsdawn?from_search=true&from_srp=true&qid=mRnqkRUXDq&rank=1,https://www.amazon.com/Dragonsdawn-Anne-McCaffrey-audiobook/dp/B001AQHZ6A/ref=sr_1_1?dchild=1&keywords=Dragonsdawn+Anne+McCaffrey&qid=1633878630&s=audible&sr=1-1&tag=listenerslist-20,4.2,37665,,,,,,,,
Black Sun Rising,"Coldfire Trilogy, Book 1",C. S. Friedman,https://www.audible.com/pd/Black-Sun-Rising-Audiobook/B00815RHBQ?ref=a_ep_vital-_c10_lProduct_1_48&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/512rH0aYc0L._SL500_.jpg,"Sci-Fi & Fantasy, $7 Titles",https://www.goodreads.com/book/show/36159.Black_Sun_Rising?from_search=true&from_srp=true&qid=SzmOINNF2n&rank=1,https://www.amazon.com/Black-Sun-Rising-C-S-Friedman-audiobook/dp/B0083EFWHQ/ref=sr_1_1?dchild=1&keywords=Black+Sun+Rising+C.+S.+Friedman&qid=1633878631&s=audible&sr=1-1&tag=listenerslist-20,3.94,17976,,,,,,,,
Storm and Fury,"The Harbinger Series, Book 1",Jennifer L. Armentrout,https://www.audible.com/pd/Storm-and-Fury-Audiobook/1488206570?ref=a_ep_vital-_c10_lProduct_1_49&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/610nCuFtBzL._SL500_.jpg,"Sci-Fi & Fantasy,  Kids & Teens, $6 Titles",https://www.goodreads.com/book/show/40291564-storm-and-fury?from_search=true&from_srp=true&qid=T9P7GhuCrH&rank=1,https://www.amazon.com/Storm-and-Fury-audiobook/dp/B07PHM1T39/ref=sr_1_1?dchild=1&keywords=Storm+and+Fury+Jennifer+L.+Armentrout&qid=1633878634&s=audible&sr=1-1&tag=listenerslist-20,4.13,27226,,,,,,,,
A Call to Duty,Book I of Manticore Ascendant,"David Weber, Timothy Zahn",https://www.audible.com/pd/A-Call-to-Duty-Audiobook/B00O4FFPWU?ref=a_ep_vital-_c10_lProduct_1_50&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=9CB7M40R8BCPA0J0BA3Y,https://m.media-amazon.com/images/I/613G0c0lTnL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/20340814-a-call-to-duty?from_search=true&from_srp=true&qid=7iMyJexqF6&rank=1,https://www.amazon.com/A-Call-to-Duty-audiobook/dp/B00O4D434S/ref=sr_1_1?dchild=1&keywords=A+Call+to+Duty+David+Weber%2C+Timothy+Zahn&qid=1633878635&s=audible&sr=1-1&tag=listenerslist-20,4.11,3610,,,,,,,,
Split Infinity,"Apprentice Adept Series, Book 1",Piers Anthony,https://www.audible.com/pd/Split-Infinity-Audiobook/B003C35MUA?ref=a_ep_vital-_c10_lProduct_2_1&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51CfX6J+fbL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/99461.Split_Infinity?from_search=true&from_srp=true&qid=xPY71XIHfb&rank=1,https://www.amazon.com/Split-Infinity-Piers-Anthony-audiobook/dp/B003LTOIWI/ref=sr_1_1?dchild=1&keywords=Split+Infinity+Piers+Anthony&qid=1633878637&s=audible&sr=1-1&tag=listenerslist-20,3.97,16973,,,,,,,,
Chosen Ones,,Veronica Roth,https://www.audible.com/pd/Chosen-Ones-Audiobook/B084RNNF5Y?ref=a_ep_vital-_c10_lProduct_2_2&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51I+JcCq7tL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/52486678-chosen-ones?from_search=true&from_srp=true&qid=mVKxC6pVVu&rank=1,https://www.amazon.com/Chosen-Ones/dp/B084RL6ZDV/ref=sr_1_1?dchild=1&keywords=Chosen+Ones+Veronica+Roth&qid=1633878639&s=audible&sr=1-1&tag=listenerslist-20,3.63,18275,,,,,,,,
Into the Stars,"Rise of the Republic, Book 1",James Rosone,https://www.audible.com/pd/Into-the-Stars-Audiobook/1774248158?ref=a_ep_vital-_c10_lProduct_2_3&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51pV+vOgUnL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/53724337-into-the-stars?from_search=true&from_srp=true&qid=ZMm9JGY1RW&rank=1,https://www.amazon.com/Into-Battle-Rise-Republic-Book/dp/B08V1KDD2N/ref=sr_1_1?dchild=1&keywords=Into+the+Stars+James+Rosone&qid=1633878642&s=audible&sr=1-1&tag=listenerslist-20,4.25,1953,,,,,,,,
Scamps & Scoundrels,"Bad Guys, Book 1",Eric Ugland,https://www.audible.com/pd/Scamps-Scoundrels-Audiobook/1541435362?ref=a_ep_vital-_c10_lProduct_2_4&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51-XKi5bLXL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/51938719-scamps-scoundrels?from_search=true&from_srp=true&qid=fQjZ54pd6t&rank=1,https://www.amazon.com/Scamps-Scoundrels-Eric-Ugland-audiobook/dp/B081TP2V9V/ref=sr_1_1?dchild=1&keywords=Scamps&qid=1633878644&s=audible&sr=1-1&tag=listenerslist-20,4.5,1628,,,,,,,,
Chasing Shadows,"Sekret Machines Series, Book 1","Tom DeLonge, A. J. Hartley",https://www.audible.com/pd/Chasing-Shadows-Audiobook/B01N03SEKM?ref=a_ep_vital-_c10_lProduct_2_5&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51A7NYPrAhL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/28187226-chasing-shadows?from_search=true&from_srp=true&qid=ko6SZ70jv5&rank=1,https://www.amazon.com/Chasing-Shadows-audiobook/dp/B01N8YQ201/ref=sr_1_1?dchild=1&keywords=Chasing+Shadows+Tom+DeLonge%2C+A.+J.+Hartley&qid=1633878646&s=audible&sr=1-1&tag=listenerslist-20,4.19,1511,,,,,,,,
A.I. Destroyer,"The A.I. Series, Book 1",Vaughn Heppner,https://www.audible.com/pd/AI-Destroyer-Audiobook/B074G36Y1J?ref=a_ep_vital-_c10_lProduct_2_6&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/613k4+4zIbL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/34694512-a-i-destroyer?from_search=true&from_srp=true&qid=haH72A5esq&rank=1,https://www.amazon.com/A-I-Destroyer-Vaughn-Heppner-audiobook/dp/B074G3VTHS/ref=sr_1_1?dchild=1&keywords=A.I.+Destroyer+Vaughn+Heppner&qid=1633878648&s=audible&sr=1-1&tag=listenerslist-20,4.06,1741,,,,,,,,
Crusade,"Starfire, Book 1","David Weber, Steve White",https://www.audible.com/pd/Crusade-Audiobook/B01BO6EC6Q?ref=a_ep_vital-_c10_lProduct_2_7&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51BGImsB0dL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/260987.Crusade?from_search=true&from_srp=true&qid=PrSq2V4tTF&rank=1,https://www.amazon.com/Crusade-David-Weber-Steve-White-audiobook/dp/B01BO6EAJK/ref=sr_1_1?dchild=1&keywords=Crusade+David+Weber%2C+Steve+White&qid=1633878651&s=audible&sr=1-1&tag=listenerslist-20,3.97,2721,,,,,,,,
Stone Will,"Dragon Heart Series, Book 1","Kirill Klevanski, Valeria Kornosenko - introduction, J. Kharkova - translator, R. Mansurova - translator, E. Kornilova - translator",https://www.audible.com/pd/Stone-Will-Audiobook/1630153710?ref=a_ep_vital-_c10_lProduct_2_8&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51rKvnYwT5L._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/51645375-stone-will?from_search=true&from_srp=true&qid=rRoKhPQXls&rank=1,https://www.amazon.com/Stone-Will-audiobook/dp/B07VKQC62X/ref=sr_1_1?dchild=1&keywords=Stone+Will+Kirill+Klevanski%2C+Valeria+Kornosenko+-+%2C+J.+Kharkova+-+%2C+R.+Mansurova+-+%2C+E.+Kornilova+-&qid=1633878653&s=audible&sr=1-1&tag=listenerslist-20,4.29,2495,,,,,,,,
Dread Uprising,"Ash Angels, Book 1",Brian K. Fuller,https://www.audible.com/pd/Dread-Uprising-Audiobook/1774240823?ref=a_ep_vital-_c10_lProduct_2_10&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/515kqUhDOUL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/52340612-dread-uprising?from_search=true&from_srp=true&qid=zvdZfr1LlJ&rank=1,https://www.amazon.com/Dread-Uprising-Ash-Angels-Book/dp/B08CPKRT6Y/ref=sr_1_1?dchild=1&keywords=Dread+Uprising+Brian+K.+Fuller&qid=1633878656&s=audible&sr=1-1&tag=listenerslist-20,4.12,149,,,,,,,,
The Ballad of Black Tom,,Victor LaValle,https://www.audible.com/pd/The-Ballad-of-Black-Tom-Audiobook/B0161TJSDI?ref=a_ep_vital-_c10_lProduct_2_11&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51DVE2k9h3L._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/26883558-the-ballad-of-black-tom?from_search=true&from_srp=true&qid=n9DTUbeKDT&rank=2,https://www.amazon.com/The-Ballad-of-Black-Tom-audiobook/dp/B0161YR0I8/ref=sr_1_1?dchild=1&keywords=The+Ballad+of+Black+Tom+Victor+LaValle&qid=1633878658&s=audible&sr=1-1&tag=listenerslist-20,3.9,18260,,,,,,,,
Heroes Die,The First of the Acts of Caine,Matthew Stover,https://www.audible.com/pd/Heroes-Die-Audiobook/B006X6EQAK?ref=a_ep_vital-_c10_lProduct_2_12&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/61+du87VUQL._SL500_.jpg,"Sci-Fi & Fantasy, $7 Titles",https://www.goodreads.com/book/show/311864.Heroes_Die?from_search=true&from_srp=true&qid=rUrvdP0Omi&rank=1,https://www.amazon.com/Heroes-Die-Matthew-Stover-audiobook/dp/B006YKMAM6/ref=sr_1_1?dchild=1&keywords=Heroes+Die+Matthew+Stover&qid=1633878660&s=audible&sr=1-1&tag=listenerslist-20,4.09,11336,,,,,,,,
Betwixt,"Betwixt & Between, Book 1",Darynda Jones,https://www.audible.com/pd/Betwixt-Audiobook/1705296602?ref=a_ep_vital-_c10_lProduct_2_13&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51OIB34fzUL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/51447603-betwixt?from_search=true&from_srp=true&qid=2qnQ9Q3fHG&rank=1,https://www.amazon.com/Betwixt-Between-Book-1/dp/B08SRB4DKS/ref=sr_1_1?dchild=1&keywords=Betwixt+Darynda+Jones&qid=1633878663&s=audible&sr=1-1&tag=listenerslist-20,4.19,8015,,,,,,,,
Knight's Ransom,"The First Argentines, Book 1",Jeff Wheeler,https://www.audible.com/pd/Knights-Ransom-Audiobook/1713543680?ref=a_ep_vital-_c10_lProduct_2_14&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51vE4NWvryL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/53887502-knight-s-ransom?from_search=true&from_srp=true&qid=vKI4irGA1c&rank=1,https://www.amazon.com/Ladys-Ransom-First-Argentines-Book/dp/B08SWPZ6SQ/ref=sr_1_1?dchild=1&keywords=Knight-s+Ransom+Jeff+Wheeler&qid=1633878665&s=audible&sr=1-1&tag=listenerslist-20,4.52,2653,,,,,,,,
Artful,A Novel,Peter David,https://www.audible.com/pd/Artful-Audiobook/B00KHEK9M8?ref=a_ep_vital-_c10_lProduct_2_15&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/61naUX1i5jL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/20801785-artful?from_search=true&from_srp=true&qid=SKSvTvIUhW&rank=1,https://www.amazon.com/Artful-Peter-David-audiobook/dp/B00KHF3TRO/ref=sr_1_1?dchild=1&keywords=Artful+Peter+David&qid=1633878667&s=audible&sr=1-1&tag=listenerslist-20,3.51,3513,,,,,,,,
A Ripple in Time,A Historical Novel of Survival,Victor Zugg,https://www.audible.com/pd/A-Ripple-in-Time-Audiobook/154144065X?ref=a_ep_vital-_c10_lProduct_2_16&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51n6KWDtKTL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/50151403-a-ripple-in-time?from_search=true&from_srp=true&qid=eJVdQuzqs7&rank=1,https://www.amazon.com/A-Ripple-in-Time-Victor-Zugg-audiobook/dp/B081ZDDS49/ref=sr_1_1?dchild=1&keywords=A+Ripple+in+Time+Victor+Zugg&qid=1633878670&s=audible&sr=1-1&tag=listenerslist-20,4.24,1481,,,,,,,,
Re-Start,"Level UP Series, Book 1","Dan Sugralinov, Irene Woodhead - translator, Neil P. Woodhead - translator",https://www.audible.com/pd/Re-Start-Audiobook/1977331556?ref=a_ep_vital-_c10_lProduct_2_17&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51gq4Kq2HgL._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/44446748-re-start?from_search=true&from_srp=true&qid=6EEUGkV0N1&rank=1,https://www.amazon.com/Re-Start-audiobook/dp/B07JXS4RNY/ref=sr_1_1?dchild=1&keywords=Re-Start+Dan+Sugralinov%2C+Irene+Woodhead+-+%2C+Neil+P.+Woodhead+-&qid=1633878672&s=audible&sr=1-1&tag=listenerslist-20,4.21,1675,,,,,,,,
The Siberian Incident,,Greig Beck,https://www.audible.com/pd/The-Siberian-Incident-Audiobook/0655652000?ref=a_ep_vital-_c10_lProduct_2_18&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/615gyR2p9qL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/49089946-the-siberian-incident?from_search=true&from_srp=true&qid=vwoCEKA6sQ&rank=1,https://www.amazon.com/The-Siberian-Incident/dp/B083QQV7YC/ref=sr_1_1?dchild=1&keywords=The+Siberian+Incident+Greig+Beck&qid=1633878674&s=audible&sr=1-1&tag=listenerslist-20,3.94,1385,,,,,,,,
Silver Silence,"Psy/Changeling Trinity Series, Book 1",Nalini Singh,https://www.audible.com/pd/Silver-Silence-Audiobook/B0719RHHVM?ref=a_ep_vital-_c10_lProduct_2_19&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51eREPHh90L._SL500_.jpg,"Sci-Fi & Fantasy, $6 Titles",https://www.goodreads.com/book/show/31867358-silver-silence?from_search=true&from_srp=true&qid=JFD03oG4ZN&rank=1,https://www.amazon.com/Silver-Silence-Nalini-Singh-audiobook/dp/B0719RHLKV/ref=sr_1_1?dchild=1&keywords=Silver+Silence+Nalini+Singh&qid=1633878677&s=audible&sr=1-1&tag=listenerslist-20,4.27,15182,,,,,,,,
Dodge Tank,"Crystal Shards Online Series, Book 1",Rick Scott,https://www.audible.com/pd/Dodge-Tank-Audiobook/B07D813ZV1?ref=a_ep_vital-_c10_lProduct_2_20&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/51O5GsZ+ppL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/37662821-dodge-tank?from_search=true&from_srp=true&qid=MSAoksaBVz&rank=1,https://www.amazon.com/Dodge-Tank-Rick-Scott-audiobook/dp/B07D812K4L/ref=sr_1_1?dchild=1&keywords=Dodge+Tank+Rick+Scott&qid=1633878679&s=audible&sr=1-1&tag=listenerslist-20,4.21,2136,,,,,,,,
Head On (Narrated by Amber Benson),,John Scalzi,https://www.audible.com/pd/Head-On-Narrated-by-Amber-Benson-Audiobook/B07BGFWRMZ?ref=a_ep_vital-_c10_lProduct_2_21&pf_rd_p=b5bc1cb6-7c09-4488-b6b8-1a4836c0eb64&pf_rd_r=QBXGXJ7YTWW00BJ9SNSV,https://m.media-amazon.com/images/I/41ynEZWWPGL._SL500_.jpg,"Sci-Fi & Fantasy, $5 Titles",https://www.goodreads.com/book/show/35018901-head-on?from_search=true&from_srp=true&qid=mlYCAQp32Z&rank=1,https://www.amazon.com/Head-Narrated-Amber-Benson/dp/B07BGDJMF9/ref=sr_1_1?dchild=1&keywords=Head+On+%28Narrated+by+Amber+Benson%29+John+Scalzi&qid=1633878681&s=audible&sr=1-1&tag=listenerslist-20,3.99,20096,,,,,,,,
