Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings
My Kind of You,"Trillium Bay, Book 1",Tracy Brogan,https://www.audible.com/pd/My-Kind-of-You-Audiobook/B06XNVZ1CM?ref=a_ep_black-_c10_lProduct_2_36&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51q+o6yR2wL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/32479090-my-kind-of-you?from_search=true&from_srp=true&qid=MRaIjCB8RF&rank=1,https://www.amazon.com/My-Kind-of-Forever-Tracy-Brogan-audiobook/dp/B07KKL9LLY/ref=sr_1_1?keywords=My+Kind+of+You+Tracy+Brogan&qid=1637874258&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07KKL9LLY%2CB06XP45P97&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.12,"7,359"
Follow the River,,James Alexander Thom,https://www.audible.com/pd/Follow-the-River-Audiobook/B004FOK4G2?ref=a_ep_black-_c10_lProduct_2_37&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51vDcxGBdfL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/138872.Follow_the_River?from_search=true&from_srp=true&qid=nV26gZSVHZ&rank=2,https://www.amazon.com/Follow-River-James-Alexander-Thom-audiobook/dp/B004GCXID4/ref=sr_1_1?keywords=Follow+the+River+James+Alexander+Thom&qid=1637874260&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B004GCXID4%2CB000K7V88Q&srpt=ABIS_BOOK&tag=listenerslist-20,4.22,"18,845"
Mrs. Grant and Madame Jule,,Jennifer Chiaverini,https://www.audible.com/pd/Mrs-Grant-and-Madame-Jule-Audiobook/B00SGI4450?ref=a_ep_black-_c10_lProduct_2_38&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51GePYWGzUL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/22571509-mrs-grant-and-madame-jule?from_search=true&from_srp=true&qid=O9rdqXiKt3&rank=1,https://www.amazon.com/Mrs-Grant-and-Madame-Jule-audiobook/dp/B00SGH92EY/ref=sr_1_1?keywords=Mrs.+Grant+and+Madame+Jule+Jennifer+Chiaverini&qid=1637874262&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00SGH92EY&tag=listenerslist-20,3.75,"3,707"
The Robe,,Lloyd C. Douglas,https://www.audible.com/pd/The-Robe-Audiobook/B002V8OCQ2?ref=a_ep_black-_c10_lProduct_2_39&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51SN64e+cML._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/219919.The_Robe?from_search=true&from_srp=true&qid=SmIdO2Oo6R&rank=2,https://www.amazon.com/The-Robe-Lloyd-C-Douglas-audiobook/dp/B000BX9KGQ/ref=sr_1_1?keywords=The+Robe+Lloyd+C.+Douglas&qid=1637874265&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B000BX9KGQ&tag=listenerslist-20,4.19,"24,746"
Those Who Save Us,,Jenna Blum,https://www.audible.com/pd/Those-Who-Save-Us-Audiobook/B002V0KJOO?ref=a_ep_black-_c10_lProduct_2_40&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/41xzJkuEyrL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/49465.Those_Who_Save_Us?from_search=true&from_srp=true&qid=CaRKrj8qqo&rank=2,https://www.amazon.com/Those-Who-Save-Us-Jenna-Blum-audiobook/dp/B002PE36WS/ref=sr_1_1?keywords=Those+Who+Save+Us+Jenna+Blum&qid=1637874267&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B002PE36WS&srpt=ABIS_BOOK&tag=listenerslist-20,4.09,"101,488"
The Secret of Pembrooke Park,,Julie Klassen,https://www.audible.com/pd/The-Secret-of-Pembrooke-Park-Audiobook/B00QVW2PKY?ref=a_ep_black-_c10_lProduct_2_41&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51o35YOwfNL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/20665064-the-secret-of-pembrooke-park?from_search=true&from_srp=true&qid=rtzCqNcyJa&rank=1,https://www.amazon.com/Secret-of-Pembrooke-Park-audiobook/dp/B00QXKRDZ6/ref=sr_1_1?keywords=The+Secret+of+Pembrooke+Park+Julie+Klassen&qid=1637874269&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00QXKRDZ6&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.03,"10,457"
Sons and Lovers,,D. H. Lawrence,https://www.audible.com/pd/Sons-and-Lovers-Audiobook/B003IS1AF0?ref=a_ep_black-_c10_lProduct_2_42&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51bsVus517L._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/32071.Sons_and_Lovers?from_search=true&from_srp=true&qid=kmpBz0HClA&rank=3,https://www.amazon.com/Sons-and-Lovers/dp/B005CGA4DK/ref=sr_1_1?keywords=Sons+and+Lovers+D.+H.+Lawrence&qid=1637874273&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B005CGA4DK%2CB07RQ92V4H%2CB003MY7ROI%2CB009ZP0AME%2CB083YZ1VLY%2CB08KGT4MCY%2CB08HQWGFLM&srpt=ABIS_BOOK&tag=listenerslist-20,3.63,"49,186"
Tourist Season,,Carl Hiaasen,https://www.audible.com/pd/Tourist-Season-Audiobook/B002V0PR8C?ref=a_ep_black-_c10_lProduct_2_43&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51EBMgEblhL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/13064.Tourist_Season?from_search=true&from_srp=true&qid=TeJzT3fnS5&rank=2,https://www.amazon.com/Tourist-Season-Carl-Hiaasen-audiobook/dp/B0001V4ZWM/ref=sr_1_1?keywords=Tourist+Season+Carl+Hiaasen&qid=1637874275&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0001V4ZWM%2CB0002QUWQE%2CB0001V4ZX6&srpt=ABIS_BOOK&tag=listenerslist-20,3.91,"20,473"
And the Shofar Blew,,Francine Rivers,https://www.audible.com/pd/And-the-Shofar-Blew-Audiobook/B002V0QU2O?ref=a_ep_black-_c10_lProduct_2_44&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51uz4QIxgWL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/95619.And_the_Shofar_Blew?from_search=true&from_srp=true&qid=UmZAlfctFZ&rank=2,https://www.amazon.com/And-Shofar-Blew-Francine-Rivers-audiobook/dp/B0026HQAPO/ref=sr_1_1?keywords=And+the+Shofar+Blew+Francine+Rivers&qid=1637874278&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0026HQAPO&srpt=ABIS_BOOK&tag=listenerslist-20,4.11,"15,903"
"Katheryn Howard, the Scandalous Queen",,Alison Weir,https://www.audible.com/pd/Katheryn-Howard-the-Scandalous-Queen-Audiobook/1980074712?ref=a_ep_black-_c10_lProduct_2_45&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51HSnFpH2KL._SL500_.jpg,"Fiction, $5 Titles, $6 Titles",https://www.goodreads.com/book/show/52802802-katheryn-howard-the-scandalous-queen?from_search=true&from_srp=true&qid=vwQRNEv2MB&rank=1,https://www.amazon.com/Scandalous-Karen-Robards-audiobook/dp/B00435KRQU/ref=sr_1_1?keywords=Scandalous+Karen+Robards&qid=1637875173&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00435KRQU%2CB0047CILMG%2CB003H2O95K%2CB00BLRX0BW%2CB08FMSWSSL&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.04,"3,239"
Wives and Daughters,,Elizabeth Gaskell,https://www.audible.com/pd/Wives-and-Daughters-Audiobook/B002V57TB0?ref=a_ep_black-_c10_lProduct_2_46&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51PnRuQjXmL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/383206.Wives_and_Daughters?from_search=true&from_srp=true&qid=mRPX2wLlOX&rank=2,https://www.amazon.com/Wives-and-Daughters-audiobook/dp/B000IU3WZ2/ref=sr_1_1?keywords=Wives+and+Daughters+Elizabeth+Gaskell&qid=1637874282&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B000IU3WZ2%2CB09968GSXH%2CB074TZQ98N%2CB08F8HJK6X%2CB085J32H9H&tag=listenerslist-20,4.11,"44,790"
Mistress of Rome,"Empress of Rome, Book 1",Kate Quinn,https://www.audible.com/pd/Mistress-of-Rome-Audiobook/B00SX3XW42?ref=a_ep_black-_c10_lProduct_2_47&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51JM9o04YuL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/49570871-mistress-of-rome?from_search=true&from_srp=true&qid=ZJOshlCEXZ&rank=1,https://www.amazon.com/Mistress-of-Rome-Kate-Quinn-audiobook/dp/B00T3MYSFE/ref=sr_1_1?keywords=Mistress+of+Rome+Kate+Quinn&qid=1637874284&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00T3MYSFE%2CB00TSQFKCU%2CB00UXHNWLE%2CB00E9E3GWC%2CB00WAFOSE2&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.02,"18,826"
The Tin Drum,A New Translation by Breon Mitchell,Günter Grass,https://www.audible.com/pd/The-Tin-Drum-Audiobook/B002V1NRI8?ref=a_ep_black-_c10_lProduct_2_48&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51iVwj8rNHL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/35743.The_Tin_Drum?from_search=true&from_srp=true&qid=6piEQaw4lZ&rank=3,https://www.amazon.com/The-Tin-Drum-G%C3%83%C2%BCnter-Grass-audiobook/dp/B002S4SQI4/ref=sr_1_1?keywords=The+Tin+Drum+G%C3%BCnter+Grass&qid=1637874286&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B002S4SQI4%2CB07B4W3TTQ&srpt=ABIS_BOOK&tag=listenerslist-20,3.95,"40,885"
The Kennedy Debutante,,Kerri Maher,https://www.audible.com/pd/The-Kennedy-Debutante-Audiobook/1984827243?ref=a_ep_black-_c10_lProduct_2_49&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51-zTRcjkQL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/37969770-the-kennedy-debutante?from_search=true&from_srp=true&qid=gALlBwP9pD&rank=1,https://www.amazon.com/The-Kennedy-Debutante-audiobook/dp/B07HFDNRQP/ref=sr_1_1?keywords=The+Kennedy+Debutante+Kerri+Maher&qid=1637874288&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07HFDNRQP%2CB097CHDC55&srpt=ABIS_EBOOKS&tag=listenerslist-20,3.89,"4,848"
The Good Luck Girls of Shipwreck Lane,,Kelly Harms,https://www.audible.com/pd/The-Good-Luck-Girls-of-Shipwreck-Lane-Audiobook/B00DQYRT1U?ref=a_ep_black-_c10_lProduct_2_50&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51LN91GND3L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/16045049-the-good-luck-girls-of-shipwreck-lane?from_search=true&from_srp=true&qid=ajOf4qssUf&rank=1,https://www.amazon.com/Good-Luck-Girls-Shipwreck-Lane/dp/B00DTW5WC2/ref=sr_1_1?keywords=The+Good+Luck+Girls+of+Shipwreck+Lane+Kelly+Harms&qid=1637874291&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00DTW5WC2%2CB086H4FW9W&srpt=ABIS_EBOOKS&tag=listenerslist-20,3.86,"3,908"
Baudolino,,Umberto Eco,https://www.audible.com/pd/Baudolino-Audiobook/B00A9Z2CXE?ref=a_ep_black-_c10_lProduct_3_1&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51tlgykuChL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/10507.Baudolino?from_search=true&from_srp=true&qid=2bZWH1LXb7&rank=2,https://www.amazon.com/Baudolino-Umberto-Eco-audiobook/dp/B00AA8BCLS/ref=sr_1_1?keywords=Baudolino+Umberto+Eco&qid=1637874293&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00AA8BCLS%2CB00T5UDAU8%2CB09JX1KC4F&srpt=ABIS_BOOK&tag=listenerslist-20,3.76,"21,139"
The King Must Die,,Mary Renault,https://www.audible.com/pd/The-King-Must-Die-Audiobook/B00UG0PDFQ?ref=a_ep_black-_c10_lProduct_3_2&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51Qs5avEC8L._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/39359728-the-king-must-die?from_search=true&from_srp=true&qid=DFCQlH35iO&rank=1,https://www.amazon.com/The-King-Must-Die-Mary-Renault-audiobook/dp/B00UKUDQ42/ref=sr_1_1?keywords=The+King+Must+Die+Mary+Renault&qid=1637874295&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00UKUDQ42%2CB00WVBVYD8%2CB00VAGSK96%2CB00QFX81DE%2CB00QFX851C%2CB00UC8B1GM%2CB07FWCVQ71&tag=listenerslist-20,3.99,"7,856"
Rush,A Novel,Lisa Patton,https://www.audible.com/pd/Rush-Audiobook/1684413591?ref=a_ep_black-_c10_lProduct_3_3&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/61Vz5FzVKaL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/36742940-rush?from_search=true&from_srp=true&qid=QHhnG3zjLs&rank=1,https://www.amazon.com/Rush-Lisa-Patton-audiobook/dp/B07G5J3J9P/ref=sr_1_1?keywords=Rush+Lisa+Patton&qid=1637874297&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07G5J3J9P%2CB00I0Z230C%2CB006D0HA90%2CB0071MG1VC%2CB002PXRRB0&tag=listenerslist-20,3.93,"4,906"
The Plague Dogs,A Novel,Richard Adams,https://www.audible.com/pd/The-Plague-Dogs-Audiobook/B005CRACD6?ref=a_ep_black-_c10_lProduct_3_4&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51qldupmGdL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/12442.The_Plague_Dogs?from_search=true&from_srp=true&qid=M7evgvQWW4&rank=1,https://www.amazon.com/The-Plague-Dogs-Richard-Adams-audiobook/dp/B005CTEA1O/ref=sr_1_1?keywords=The+Plague+Dogs+Richard+Adams&qid=1637874300&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B005CTEA1O&srpt=ABIS_BOOK&tag=listenerslist-20,3.86,"7,377"
"I, Eliza Hamilton",,Susan Holloway Scott,https://www.audible.com/pd/I-Eliza-Hamilton-Audiobook/B074Q1NZFC?ref=a_ep_black-_c10_lProduct_3_5&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/61BcpJ8pAPL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/34137888-i-eliza-hamilton?from_search=true&from_srp=true&qid=VwWIDE3nsS&rank=1,https://www.amazon.com/I-Eliza-Hamilton-audiobook/dp/B074PZPCYJ/ref=sr_1_1?keywords=I%2C+Eliza+Hamilton+Susan+Holloway+Scott&qid=1637874303&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B074PZPCYJ&tag=listenerslist-20,3.95,"5,499"
Everything You Are,A Novel,Kerry Anne King,https://www.audible.com/pd/Everything-You-Are-Audiobook/1978672314?ref=a_ep_black-_c10_lProduct_3_6&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51XVwZoiUJL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/43893534-everything-you-are?from_search=true&from_srp=true&qid=BxXPRAmWK1&rank=1,https://www.amazon.com/Everything-You-Are-audiobook/dp/B07PXGHRLJ/ref=sr_1_1?keywords=Everything+You+Are+Kerry+Anne+King&qid=1637874306&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07PXGHRLJ&srpt=ABIS_EBOOKS&tag=listenerslist-20,3.99,"11,037"
American Tabloid,,James Ellroy,https://www.audible.com/pd/American-Tabloid-Audiobook/B014X1D8JQ?ref=a_ep_black-_c10_lProduct_3_7&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/61GzFVVv8wL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/36064.American_Tabloid?from_search=true&from_srp=true&qid=GCDWiw93Tv&rank=1,https://www.amazon.com/American-Tabloid-James-Ellroy-audiobook/dp/B0153QVOTG/ref=sr_1_1?keywords=American+Tabloid+James+Ellroy&qid=1637874308&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0153QVOTG%2CB002Q1IUMQ%2CB00005MLQ2&srpt=ABIS_BOOK&tag=listenerslist-20,4.18,"18,159"
Do Not Say We Have Nothing,,Madeleine Thien,https://www.audible.com/pd/Do-Not-Say-We-Have-Nothing-Audiobook/B01LZRN17R?ref=a_ep_black-_c10_lProduct_3_8&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51BSKTgG27L._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/31549906-do-not-say-we-have-nothing?from_search=true&from_srp=true&qid=UIhov3xcHA&rank=2,https://www.amazon.com/Do-Not-Say-We-Have-Nothing-audiobook/dp/B01LWU2V17/ref=sr_1_1?keywords=Do+Not+Say+We+Have+Nothing+Madeleine+Thien&qid=1637874310&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01LWU2V17&srpt=ABIS_BOOK&tag=listenerslist-20,3.92,"19,311"
Affinity,,Sarah Waters,https://www.audible.com/pd/Affinity-Audiobook/B006ZO0ZUK?ref=a_ep_black-_c10_lProduct_3_9&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51VbZEG2uQL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/25337939-affinity?from_search=true&from_srp=true&qid=G3uNaqvl6Y&rank=2,https://www.amazon.com/Affinity-Sarah-Waters-audiobook/dp/B006ZTELIC/ref=sr_1_1?keywords=Affinity+Sarah+Waters&qid=1637874312&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B006ZTELIC%2CB00M7RNBGY%2CB09B2R9CGG%2CB07937K13M&srpt=ABIS_BOOK&tag=listenerslist-20,3.76,"26,153"
The Secret Daughter,"A Beautiful Novel of Adoption, Heartbreak and a Mother's Love",Kelly Rimmer,https://www.audible.com/pd/The-Secret-Daughter-Audiobook/B01A660ORG?ref=a_ep_black-_c10_lProduct_3_10&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51KwnKkJ+bL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/25505271-the-secret-daughter?from_search=true&from_srp=true&qid=HDjta71qAC&rank=1,https://www.amazon.com/The-Secret-Daughter-Kelly-Rimmer-audiobook/dp/B01A7HIRPU/ref=sr_1_1?keywords=The+Secret+Daughter+Kelly+Rimmer&qid=1637874315&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01A7HIRPU%2CB004V3JOYK%2CB08SPBKY42%2CB06Y1MGNL9%2CB08177FX9J%2CB07FSXPMHY%2CB07F3FN9QW%2CB00IZGQ780&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.03,"10,797"
Madame Tussaud,A Novel of the French Revolution,Michelle Moran,https://www.audible.com/pd/Madame-Tussaud-Audiobook/B004N8CZB2?ref=a_ep_black-_c10_lProduct_3_11&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/611MBQbL5eL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/8689913-madame-tussaud?from_search=true&from_srp=true&qid=cFYI452GaW&rank=1,https://www.amazon.com/Madame-Tussaud-Michelle-Moran-audiobook/dp/B004OWS28W/ref=sr_1_1?keywords=Madame+Tussaud+Michelle+Moran&qid=1637874317&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B004OWS28W&srpt=ABIS_BOOK&tag=listenerslist-20,3.94,"21,588"
Every Man Dies Alone,,"Hans Fallada, Michael Hofman - translator",https://www.audible.com/pd/Every-Man-Dies-Alone-Audiobook/B003EMN90Y?ref=a_ep_black-_c10_lProduct_3_12&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51SCV3f909L._SL500_.jpg,"Fiction, $5 Titles, $7 Titles",https://www.goodreads.com/book/show/42301850-every-man-dies-alone?from_search=true&from_srp=true&qid=hXhRMPBNxH&rank=1,https://www.amazon.com/Alone-E-J-Noyes-audiobook/dp/B07W45MZVH/ref=sr_1_1?keywords=Alone+E.+J.+Noyes&qid=1637875089&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07W45MZVH&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.23,"27,123"
Casting the First Stone,,Kimberla Lawson Roby,https://www.audible.com/pd/Casting-the-First-Stone-Audiobook/B002V1BDSO?ref=a_ep_black-_c10_lProduct_3_13&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/41GDGHp+ieL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/246084.Casting_the_First_Stone?from_search=true&from_srp=true&qid=wrR2RTt8w5&rank=1,https://www.amazon.com/Casting-First-Stone-audiobook/dp/B0015SNJA4/ref=sr_1_1?keywords=Casting+the+First+Stone+Kimberla+Lawson+Roby&qid=1637874322&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0015SNJA4%2CB00VKPWMBE%2CB00WL1KO5W&tag=listenerslist-20,4.38,"6,015"
A Month of Summer,,Lisa Wingate,https://www.audible.com/pd/A-Month-of-Summer-Audiobook/B002V5CSYS?ref=a_ep_black-_c10_lProduct_3_14&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51HCGL8ICKL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/2241723.A_Month_of_Summer?from_search=true&from_srp=true&qid=SbuJclV6oc&rank=1,https://www.amazon.com/A-Month-of-Summer-Lisa-Wingate-audiobook/dp/B001MAPLFQ/ref=sr_1_1?keywords=A+Month+of+Summer+Lisa+Wingate&qid=1637874324&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B001MAPLFQ%2CB0813XFX9P%2CB08234ZRFS%2CB0849VMG87%2CB001S3VX5Y%2CB07Z8GBDFZ%2CB07CZQB22Z%2CB07V6MVN5F%2CB00N75VYQO&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.09,"3,032"
Until We Reach Home,,Lynn Austin,https://www.audible.com/pd/Until-We-Reach-Home-Audiobook/B002VA3HVQ?ref=a_ep_black-_c10_lProduct_3_15&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/514VqaWxq7L._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/2970548-until-we-reach-home?from_search=true&from_srp=true&qid=TiBmujAwsl&rank=1,https://www.amazon.com/Until-We-Reach-Home-Lynn-Austin-audiobook/dp/B002NRMNRG/ref=sr_1_1?keywords=Until+We+Reach+Home+Lynn+Austin&qid=1637874326&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B002NRMNRG&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.23,"5,307"
The Impossible Girl,,Lydia Kang,https://www.audible.com/pd/The-Impossible-Girl-Audiobook/1978631316?ref=a_ep_black-_c10_lProduct_3_16&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=622RCPFKKB4MRZDX21X3,https://m.media-amazon.com/images/I/51kNz7NePrL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/39344110-the-impossible-girl?from_search=true&from_srp=true&qid=DEZc2PH3Aj&rank=1,https://www.amazon.com/The-Impossible-Girl-Lydia-Kang-audiobook/dp/B07G8N71PC/ref=sr_1_1?keywords=The+Impossible+Girl+Lydia+Kang&qid=1637874328&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07G8N71PC%2CB082WJW31R&tag=listenerslist-20,4.12,"5,205"
