Audible_Title,Audible_Subtitle,Audible_Author,Audible_Link,Image_Link,Audible_Category,Goodreads_Link,Amazon_Link,Goodreads_Rating,Number_of_Ratings
Oliver Twist,,Charles Dickens,https://www.audible.com/pd/Oliver-Twist-Audiobook/B002V0TGKM?ref=a_ep_black-_c10_lProduct_1_31&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/61BgXkJCauL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/39005971-oliver-twist-by-charles-dickens?from_search=true&from_srp=true&qid=IfnVcqOPa2&rank=3,https://www.amazon.com/Oliver-Twist-Charles-Dickens-audiobook/dp/B001DEWHVM/ref=sr_1_1?keywords=Oliver+Twist+Charles+Dickens&qid=1637874131&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B001DEWHVM%2CB01CZXZSFQ%2CB08WX9M7MP%2CB004S0L7DC%2CB07DX7ZNR7%2CB001OG5UNQ%2CB00758DDO0%2CB014RPTJGY%2CB08NXZPBMX%2CB004I97ZJ8%2CB006ZYYVL4%2CB000BO2DA0%2CB08GBH1KN7%2CB003YV3KLS%2CB08BVZMFJ9%2CB07TKXSB9P&srpt=ABIS_BOOK&tag=listenerslist-20,3.87,"346,715"
The Stolen Marriage,A Novel,Diane Chamberlain,https://www.audible.com/pd/The-Stolen-Marriage-Audiobook/B075ZGFFDD?ref=a_ep_black-_c10_lProduct_1_32&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/616KYzoYeCL._SL500_.jpg,"Fiction, $5 Titles, $6 Titles",https://www.goodreads.com/book/show/33574127-the-stolen-marriage?from_search=true&from_srp=true&qid=RAHv2UZvhW&rank=1,https://www.amazon.com/Stolen-A-Memoir/dp/B0948D2H5L/ref=sr_1_1?keywords=Stolen+Elizabeth+Gilpin&qid=1637875214&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0948D2H5L&srpt=ABIS_BOOK&tag=listenerslist-20,4.24,"26,734"
The Lost and Found Bookshop,A Novel,Susan Wiggs,https://www.audible.com/pd/The-Lost-and-Found-Bookshop-Audiobook/0062914146?ref=a_ep_black-_c10_lProduct_1_33&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51X19LWnZDS._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/48613318-the-lost-and-found-bookshop?from_search=true&from_srp=true&qid=2m3CRkMoem&rank=1,https://www.amazon.com/Lost-Found-Bookshop-Novel/dp/B07ZTW6ZBQ/ref=sr_1_1?keywords=The+Lost+and+Found+Bookshop+Susan+Wiggs&qid=1637874135&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07ZTW6ZBQ%2CB07NDLC21P%2CB00K1RWA32%2CB00ZVIGR76%2CB087RQXWYG%2CB001J1M5J8%2CB087QTDLLV%2CB06Y4CK865%2CB084Z6LM3P%2CB00KB9V16M%2CB01G49TOHA%2CB07BMZXXNN%2CB00KI1KI7G%2CB00C79ZHTQ%2CB004KQ20FS%2CB08F5JKWRC&tag=listenerslist-20,3.94,"25,375"
Fingersmith,,Sarah Waters,https://www.audible.com/pd/Fingersmith-Audiobook/B0051VVMXM?ref=a_ep_black-_c10_lProduct_1_34&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51zmAs7YiVL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/8913370-fingersmith?from_search=true&from_srp=true&qid=FG8SnVLhB1&rank=3,https://www.amazon.com/Fingersmith-Sarah-Waters-audiobook/dp/B0052I485I/ref=sr_1_1?keywords=Fingersmith+Sarah+Waters&qid=1637874137&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0052I485I%2CB006ZTELIC%2CB0029KM8JU%2CB00M7RNBGY%2CB00OS72UCM%2CB09B2R9CGG&srpt=ABIS_BOOK&tag=listenerslist-20,3.98,"99,218"
Victoria,A Novel,Daisy Goodwin,https://www.audible.com/pd/Victoria-Audiobook/B01LDD7334?ref=a_ep_black-_c10_lProduct_1_35&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/519OCfEnHnL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/30841109-victoria?from_search=true&from_srp=true&qid=sz0kK6ZJl7&rank=1,https://www.amazon.com/Victoria-Daisy-Goodwin-audiobook/dp/B01LDD6WG8/ref=sr_1_1?keywords=Victoria+Daisy+Goodwin&qid=1637874139&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01LDD6WG8%2CB076KRCSN9%2CB005745OLE%2CB01LZ7FDCS%2CB00LSXRLAU%2CB001CWSMVE%2CB01DYKCV36%2CB07837ZHX6&srpt=ABIS_EBOOKS&tag=listenerslist-20,3.92,"26,584"
All the King's Men,,Robert Penn Warren,https://www.audible.com/pd/All-the-Kings-Men-Audiobook/B002V1CIQ0?ref=a_ep_black-_c10_lProduct_1_36&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51lNVaOSs+L._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/5527.All_the_King_s_Men?from_search=true&from_srp=true&qid=PZ9J1ZmNLu&rank=2,https://www.amazon.com/All-Kings-Men-Robert-Penn-Warren-audiobook/dp/B000IJ7IF8/ref=sr_1_1?keywords=All+the+King-s+Men+Robert+Penn+Warren&qid=1637874141&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B000IJ7IF8%2CB07KQFPWD8%2CB007PNZBG8&srpt=ABIS_BOOK&tag=listenerslist-20,4.06,"62,275"
The Star and the Shamrock,,Jean Grainger,https://www.audible.com/pd/The-Star-and-the-Shamrock-Audiobook/B0883BZWK9?ref=a_ep_black-_c10_lProduct_1_37&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51G6GF9nr5L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/53179057-the-star-and-the-shamrock?from_search=true&from_srp=true&qid=R6RlGKsloL&rank=1,https://www.amazon.com/The-Star-and-the-Shamrock/dp/B0883CB23B/ref=sr_1_1?keywords=The+Star+and+the+Shamrock+Jean+Grainger&qid=1637874143&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0883CB23B%2CB091V6CG76%2CB089KD4B5G%2CB07BK7DK8F%2CB08V6KQCPQ%2CB0971WKDL3%2CB076T93S2H%2CB07BHWDWTJ%2CB07SFK7126%2CB09FTL7LKH%2CB07S5SY2ZQ%2CB0947DZZQR&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.42,"15,765"
American Psycho,,Bret Easton Ellis,https://www.audible.com/pd/American-Psycho-Audiobook/B002V1O4XU?ref=a_ep_black-_c10_lProduct_1_38&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/5106jN4KGNL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/28676.American_Psycho?from_search=true&from_srp=true&qid=fzNguTQpxb&rank=1,https://www.amazon.com/American-Psycho-Bret-Easton-Ellis-audiobook/dp/B002L7KRY4/ref=sr_1_1?keywords=American+Psycho+Bret+Easton+Ellis&qid=1637874145&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B002L7KRY4%2CB07B9RRJK1%2CB01GOE9SC6%2CB0187O4KFG%2CB07K8WGT23%2CB000LP5E7I&srpt=ABIS_BOOK&tag=listenerslist-20,3.82,"269,333"
Macbeth: A Novel,,"A. J. Hartley, David Hewson",https://www.audible.com/pd/Macbeth-A-Novel-Audiobook/B0057YH0SO?ref=a_ep_black-_c10_lProduct_1_39&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51KKkJ515gL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/12208336-macbeth?from_search=true&from_srp=true&qid=oIg6nGZzGJ&rank=1,https://www.amazon.com/Macbeth-Ein-Epos/dp/B01DLSCE42/ref=sr_1_1?keywords=Macbeth%3A+A+Novel+A.+J.+Hartley%2C+David+Hewson&qid=1637874147&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01DLSCE42%2CB0058FJLN4&srpt=ABIS_BOOK&tag=listenerslist-20,3.87,"2,543"
The Summer Before the War,A Novel,Helen Simonson,https://www.audible.com/pd/The-Summer-Before-the-War-Audiobook/B017WQUZ1I?ref=a_ep_black-_c10_lProduct_1_40&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51cS7vNkNoL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/25776122-the-summer-before-the-war?from_search=true&from_srp=true&qid=Ks0wIGhI30&rank=2,https://www.amazon.com/The-Summer-Before-War-audiobook/dp/B017WRR42K/ref=sr_1_1?keywords=The+Summer+Before+the+War+Helen+Simonson&qid=1637874150&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B017WRR42K%2CB01GS9I4W2%2CB01IRFZ22A%2CB003AOVP6G&srpt=ABIS_BOOK&tag=listenerslist-20,3.77,"40,798"
Angle of Repose,,Wallace Stegner,https://www.audible.com/pd/Angle-of-Repose-Audiobook/B002ZFTU9U?ref=a_ep_black-_c10_lProduct_1_41&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51Ga5MZC40L._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/292408.Angle_of_Repose?from_search=true&from_srp=true&qid=7dmjH4slzn&rank=4,https://www.amazon.com/Angle-of-Repose-Wallace-Stegner-audiobook/dp/B002ZOVVTI/ref=sr_1_1?keywords=Angle+of+Repose+Wallace+Stegner&qid=1637874153&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B002ZOVVTI%2CB0040MJWN0%2CB003N9ZYCO%2CB002PNHA1C%2CB0034DGXME%2CB0754H8MKV%2CB000WS9ZFG%2CB0056A479E%2CB004DN07TY&srpt=ABIS_BOOK&tag=listenerslist-20,4.21,"58,174"
The Knockoff,A Novel,"Lucy Sykes, Jo Piazza",https://www.audible.com/pd/The-Knockoff-Audiobook/B00VVVMR44?ref=a_ep_black-_c10_lProduct_1_42&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/41QTiwES9DL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/23012475-the-knockoff?from_search=true&from_srp=true&qid=9UgS5E1bBD&rank=1,https://www.amazon.com/The-Knockoff-Lucy-Sykes-Jo-Piazza-audiobook/dp/B00VVWA9B6/ref=sr_1_1?keywords=The+Knockoff+Lucy+Sykes%2C+Jo+Piazza&qid=1637874155&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00VVWA9B6%2CB06XP14SBL&tag=listenerslist-20,3.63,"14,575"
The Aviator's Wife,A Novel,Melanie Benjamin,https://www.audible.com/pd/The-Aviators-Wife-Audiobook/B00ANT919E?ref=a_ep_black-_c10_lProduct_1_43&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51iTCPbNIKL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/13642950-the-aviator-s-wife?from_search=true&from_srp=true&qid=FTyIfhtKxR&rank=1,https://www.amazon.com/The-Aviators-Wife-audiobook/dp/B00ANTUXMI/ref=sr_1_1?keywords=The+Aviator-s+Wife+Melanie+Benjamin&qid=1637874157&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00ANTUXMI&tag=listenerslist-20,3.90,"69,416"
The Book of Lost Things,,John Connolly,https://www.audible.com/pd/The-Book-of-Lost-Things-Audiobook/B002V0KER6?ref=a_ep_black-_c10_lProduct_1_44&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51Aw8QPWR+L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/69136.The_Book_of_Lost_Things?from_search=true&from_srp=true&qid=v33oG7V9Mq&rank=1,https://www.amazon.com/The-Book-of-Lost-Things-audiobook/dp/B001J6XF2E/ref=sr_1_1?keywords=The+Book+of+Lost+Things+John+Connolly&qid=1637874160&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B001J6XF2E%2CB00A6G6UI4%2CB093N8JP2B%2CB07R8W9QZ5%2CB089DMG5M6%2CB011PVUT12&srpt=ABIS_BOOK&tag=listenerslist-20,3.91,"81,843"
The Wonder,,Emma Donoghue,https://www.audible.com/pd/The-Wonder-Audiobook/B01K9AZ3F2?ref=a_ep_black-_c10_lProduct_1_45&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/61wtovYzQGL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/28449257-the-wonder?from_search=true&from_srp=true&qid=oSShiChAbm&rank=1,https://www.amazon.com/The-Wonder-Emma-Donoghue-audiobook/dp/B01K9AZ4UG/ref=sr_1_1?keywords=The+Wonder+Emma+Donoghue&qid=1637874162&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01K9AZ4UG%2CB089X4V3HR%2CB01NCBEQKD%2CB01CRKC1IE&srpt=ABIS_BOOK&tag=listenerslist-20,3.62,"74,224"
V for Vendetta,,Alan Moore,https://www.audible.com/pd/V-for-Vendetta-Audiobook/B002UZLGM4?ref=a_ep_black-_c10_lProduct_1_46&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51tbYtXzBRL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/5805.V_for_Vendetta?from_search=true&from_srp=true&qid=WbKSnuLBe4&rank=4,https://www.amazon.com/V-for-Vendetta-Alan-Moore-audiobook/dp/B000F4MJ9Q/ref=sr_1_1?keywords=V+for+Vendetta+Alan+Moore&qid=1637874164&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B000F4MJ9Q&srpt=ABIS_BOOK&tag=listenerslist-20,4.25,"286,917"
The Ministry of Utmost Happiness,A Novel,Arundhati Roy,https://www.audible.com/pd/The-Ministry-of-Utmost-Happiness-Audiobook/B06XNZKDPR?ref=a_ep_black-_c10_lProduct_1_47&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51ZmR6OZCiL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/32388712-the-ministry-of-utmost-happiness?from_search=true&from_srp=true&qid=dpKsqHFiJj&rank=3,https://www.amazon.com/Ministry-of-Utmost-Happiness-audiobook/dp/B06XNZ2SKW/ref=sr_1_1?keywords=The+Ministry+of+Utmost+Happiness+Arundhati+Roy&qid=1637874166&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B06XNZ2SKW%2CB07DDNN1PD%2CB00MEH2DIE%2CB07R23BRNY%2CB0891J8QD8%2CB071H9WK2H%2CB07FK5JM1W%2CB0718Z48NR&srpt=ABIS_BOOK&tag=listenerslist-20,3.51,"31,083"
The White Tiger,A Novel,Aravind Adiga,https://www.audible.com/pd/The-White-Tiger-Audiobook/B002UZNDRU?ref=a_ep_black-_c10_lProduct_1_48&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51IBrDL2N2L._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/1768603.The_White_Tiger?from_search=true&from_srp=true&qid=6kS0x1T0j9&rank=4,https://www.amazon.com/The-White-Tiger-Aravind-Adiga-audiobook/dp/B0018O22X0/ref=sr_1_1?keywords=The+White+Tiger+Aravind+Adiga&qid=1637874168&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B0018O22X0%2CB01KN2GHJC%2CB002CN8PT6%2CB00S5FQNS0%2CB08NV68GB4%2CB084KJMHVX&srpt=ABIS_BOOK&tag=listenerslist-20,3.75,"177,145"
The Persimmon Tree,,Bryce Courtenay,https://www.audible.com/pd/The-Persimmon-Tree-Audiobook/B0036NLSUE?ref=a_ep_black-_c10_lProduct_1_49&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51FKGyE041L._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/2530347.The_Persimmon_Tree?from_search=true&from_srp=true&qid=BXR9DVu01Y&rank=1,https://www.amazon.com/The-Persimmon-Tree-audiobook/dp/B003VWS88A/ref=sr_1_1?keywords=The+Persimmon+Tree+Bryce+Courtenay&qid=1637874170&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B003VWS88A%2CB003W29DXI%2CB001MXQ7BA&tag=listenerslist-20,4.03,"4,447"
Daughters of the Night Sky,,Aimie K. Runyan,https://www.audible.com/pd/Daughters-of-the-Night-Sky-Audiobook/B077PBHVQF?ref=a_ep_black-_c10_lProduct_1_50&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=NVEXV3RBW2Q574Y6A4S8,https://m.media-amazon.com/images/I/51+spx5aNPL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/35288635-daughters-of-the-night-sky?from_search=true&from_srp=true&qid=2UXcAFTLL8&rank=1,https://www.amazon.com/Daughters-of-Night-Sky-audiobook/dp/B078477Y8G/ref=sr_1_1?keywords=Daughters+of+the+Night+Sky+Aimie+K.+Runyan&qid=1637874173&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B078477Y8G%2CB07DCYVJV7&srpt=ABIS_EBOOKS&tag=listenerslist-20,4.14,"16,063"
Mercer Girls,,Libbie Hawker,https://www.audible.com/pd/Mercer-Girls-Audiobook/B01DTDBNNW?ref=a_ep_black-_c10_lProduct_2_1&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51KZOb8pquL._SL500_.jpg,"Fiction, $5 Titles",https://www.goodreads.com/book/show/29542105-mercer-girls?from_search=true&from_srp=true&qid=bPcUytbcv4&rank=1,https://www.amazon.com/Mercer-Girls-Libbie-Hawker-audiobook/dp/B01DTDBBGG/ref=sr_1_1?keywords=Mercer+Girls+Libbie+Hawker&qid=1637874175&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B01DTDBBGG&srpt=ABIS_EBOOKS&tag=listenerslist-20,3.73,"3,975"
A Land Remembered,,Patrick D. Smith,https://www.audible.com/pd/A-Land-Remembered-Audiobook/B006FLUSQE?ref=a_ep_black-_c10_lProduct_2_2&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51J-ZAkds8L._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/362002.A_Land_Remembered?from_search=true&from_srp=true&qid=GWy9NtzYpW&rank=3,https://www.amazon.com/A-Land-Remembered-Patrick-D-Smith-audiobook/dp/B006G37OB8/ref=sr_1_1?keywords=A+Land+Remembered+Patrick+D.+Smith&qid=1637874177&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B006G37OB8&srpt=ABIS_BOOK&tag=listenerslist-20,4.42,"8,129"
North and South,"North and South Trilogy, Book 1",John Jakes,https://www.audible.com/pd/North-and-South-Audiobook/B00AJNERSY?ref=a_ep_black-_c10_lProduct_2_3&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51noJf7qJHL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/159178.North_and_South?from_search=true&from_srp=true&qid=eBshsB51eZ&rank=1,https://www.amazon.com/North-and-South-John-Jakes-audiobook/dp/B00AJOD572/ref=sr_1_1?keywords=North+and+South+John+Jakes&qid=1637874179&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00AJOD572%2CB00ANTUQHK%2CB00ANTUQWU%2CB004L0MIK0%2CB079J4SGF9%2CB00GDJHXXE%2CB00EHTA20S%2CB019R2DQIY&tag=listenerslist-20,4.19,"60,087"
Calling Me Home,A Novel,Julie Kibler,https://www.audible.com/pd/Calling-Me-Home-Audiobook/B009PSLS4A?ref=a_ep_black-_c10_lProduct_2_4&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51p0S61u2QL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/15793184-calling-me-home?from_search=true&from_srp=true&qid=GLvpUOvsT9&rank=1,https://www.amazon.com/Calling-Me-Home-Julie-Kibler-audiobook/dp/B00A30B6CS/ref=sr_1_1?keywords=Calling+Me+Home+Julie+Kibler&qid=1637874182&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00A30B6CS%2CB07SVHBB19&tag=listenerslist-20,4.24,"39,062"
In the First Circle,,"Aleksandr Solzhenitsyn, Harry T. Willets - translator",https://www.audible.com/pd/In-the-First-Circle-Audiobook/B07HRTWFG7?ref=a_ep_black-_c10_lProduct_2_5&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51DTI5V-frL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/57573821-in-the-first-circle-lib-e?from_search=true&from_srp=true&qid=7yxVhHUpyw&rank=1,https://www.amazon.com/In-First-Circle-audiobook/dp/B07HRSL946/ref=sr_1_1?keywords=In+the+First+Circle+Aleksandr+Solzhenitsyn%2C+Harry+T.+Willets+-&qid=1637874184&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07HRSL946&srpt=ABIS_BOOK&tag=listenerslist-20,0.00,0
The Confessions of Catherine de Medici,A Novel,C. W. Gortner,https://www.audible.com/pd/The-Confessions-of-Catherine-de-Medici-Audiobook/B003Z8XPNS?ref=a_ep_black-_c10_lProduct_2_6&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/514bQjPQSJL._SL500_.jpg,"Fiction, $6 Titles",https://www.goodreads.com/book/show/6801454-the-confessions-of-catherine-de-medici?from_search=true&from_srp=true&qid=pmbUkZN9aR&rank=1,https://www.amazon.com/Confessions-Catherine-Medici-Novel/dp/B003ZJDFC8/ref=sr_1_1?keywords=The+Confessions+of+Catherine+de+Medici+C.+W.+Gortner&qid=1637874187&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B003ZJDFC8&srpt=ABIS_BOOK&tag=listenerslist-20,3.97,"9,047"
The Horror Stories of Robert E. Howard,,Robert E. Howard,https://www.audible.com/pd/The-Horror-Stories-of-Robert-E-Howard-Audiobook/B003E2VIRA?ref=a_ep_black-_c10_lProduct_2_7&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/61RWu4CWR7L._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/3195533-the-horror-stories-of-robert-e-howard?from_search=true&from_srp=true&qid=qUCCIz11pD&rank=1,https://www.amazon.com/Horror-Stories-Robert-Howard/dp/B003E783H8/ref=sr_1_1?keywords=The+Horror+Stories+of+Robert+E.+Howard+Robert+E.+Howard&qid=1637874190&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B003E783H8%2CB011MGAJ42%2CB07CLMQWKM%2CB006JU18J2%2CB07Y47S8F3&srpt=ABIS_BOOK&tag=listenerslist-20,4.14,"2,589"
Captive Queen,A Novel of Eleanor of Aquitaine,Alison Weir,https://www.audible.com/pd/Captive-Queen-Audiobook/B003VKTLDS?ref=a_ep_black-_c10_lProduct_2_8&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/61p7cs65eAL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/7076074-captive-queen?from_search=true&from_srp=true&qid=7Rzx39RI9s&rank=1,https://www.amazon.com/Captive-Queen-Alison-Weir-audiobook/dp/B003VXNH3U/ref=sr_1_1?keywords=Captive+Queen+Alison+Weir&qid=1637874192&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B003VXNH3U&tag=listenerslist-20,3.76,"8,747"
The Other Boleyn Girl,The Plantagenet and Tudor Novels,Philippa Gregory,https://www.audible.com/pd/The-Other-Boleyn-Girl-Audiobook/B07L15BZ93?ref=a_ep_black-_c10_lProduct_2_9&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/61On5CaLIJL._SL500_.jpg,"Fiction, $7 Titles",https://www.goodreads.com/book/show/37470.The_Other_Boleyn_Girl?from_search=true&from_srp=true&qid=mkWkZ8ULTe&rank=3,https://www.amazon.com/The-Other-Boleyn-Girl-audiobook/dp/B07L15FKKZ/ref=sr_1_1?keywords=The+Other+Boleyn+Girl+Philippa+Gregory&qid=1637874194&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B07L15FKKZ%2CB07L3B6TS3%2CB07NDKVX8K%2CB01CUN6KU8&tag=listenerslist-20,4.07,"476,163"
Whiskey When We're Dry,,John Larison,https://www.audible.com/pd/Whiskey-When-Were-Dry-Audiobook/B07DWKV19Z?ref=a_ep_black-_c10_lProduct_2_10&pf_rd_p=18f936b5-8d7f-4cb1-8336-758dd5709dbf&pf_rd_r=MAX9Q5TWAFMJK37A51MR,https://m.media-amazon.com/images/I/51riNdFBV6L._SL500_.jpg,"Fiction, $5 Titles, $6 Titles",https://www.goodreads.com/book/show/45358821-whiskey-when-we-re-dry?from_search=true&from_srp=true&qid=TkQRoMSFmw&rank=1,https://www.amazon.com/When-Victoria-Laurie-audiobook/dp/B00QZ8S8ZU/ref=sr_1_1?keywords=When+Victoria+Laurie&qid=1637877199&qsid=141-7222607-6625441&s=audible&sr=1-1&sres=B00QZ8S8ZU%2CB00SC7ZRNS&tag=listenerslist-20,4.05,"7,273"
